,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BARC,BDEV,BKG,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GSK,GLEN,HIK,HLMA,HL.,HSBA,HSX,IMB,INF,IHG,IAG,ITRK,ITV,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,NMC,OCDO,PSON,PSN,PHNX,PRU,RB.,REL,RTO,RIO,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SPX,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WTB,WPP
2019-03-18,0.0041674145596799885,0.0036799897184977277,0.0016865213340543327,0.009408048266946528,0.0014446807980123052,0.004183267062090191,0.03684440402436342,0.0021187657971986785,0.007899745324490458,0.007046743871165327,0.01307703359090778,0.0027900634221557155,0.002193915820316954,0.04284078593192759,0.05098409877233328,0.03181166565310963,0.002695621697867019,0.008768008664941141,0.0037482615647575017,0.0034840872193070923,0.003388589890189233,0.0031830619613589886,0.0023808088707855304,0.012723185594044836,0.009053616394090814,0.003001766098325648,0.0027704548685636666,0.034482516499976246,0.002281560491580066,0.0014620055261756306,0.0015187372474728801,0.00857214724454753,0.005711100876062662,0.002037732731634196,0.0006848005761482853,0.03416061749361214,0.016832063850714823,0.0009818370827972182,0.0028814331330219906,0.0021910374344801167,0.05776020581042378,0.002052021271881922,0.011464260392694077,0.004165305308886411,0.0035441625685915037,0.003987470097905441,0.0034739768328017604,0.0022584192670866286,0.002796238926780855,2.3440935265279423e-05,0.003145331843118427,0.007711633668872132,0.02138638498781922,0.00753176298963286,0.004263785742304255,0.0019047745275839,0.0,0.004150488818340495,0.003927434817028168,0.0024067260374619,0.013816208433850896,0.003168141572814322,0.0010547984674671288,0.0023305336689099375,0.0029558969979511197,0.0032206563646728723,0.0023324801237413952,0.019498105088115874,0.019766527633808265,0.015236871727800506,0.002940084829939142,0.02963226838916037,0.0020189671733179286,0.007975134683503419,0.005626495174482194,0.09054179277515155,0.09090221474513435,0.0024864301143576804,0.003427714317525431,0.0022715539892829285,0.0022127071743250066,0.0032726863736316078,0.0031855409724486777,0.002239407643891235,0.00594914410542604,0.002127469408305154,0.0025890931236224298,0.002372015724502465,0.0024125867835147275,0.005723140411211385,0.009328541561732094,0.0028780599092206663,0.0024483386492508055,2.7658418217557616e-05,0.009965803410298362,0.0016177181017338128,0.051798581560890095,0.0026948919236145772,0.017764683797018913,0.004232032988445285,0.004830999883527694
2019-03-19,0.004192461947947479,0.0037009094772558876,0.0016664217377988075,0.009483010374747068,0.0014829047442860871,0.004136894192841402,0.036850307742040525,0.0020925142921062187,0.00782520211760136,0.007105181537359087,0.013034639786836947,0.0027855937799612577,0.002177505534237489,0.043351836335991496,0.05120049741097219,0.03209023883623763,0.002681671647022783,0.008742082561731842,0.003740634540107314,0.003497082788427856,0.0033820219722899133,0.003183416205899372,0.0023844206123348312,0.012648087194511631,0.008983681084488975,0.002968864131642093,0.002763407616460784,0.03426485767288737,0.002271777552177427,0.0013939705952570763,0.0015077062683765694,0.008487227089621775,0.0056402149702536215,0.002010791844400757,0.000684951767701442,0.034142698686342975,0.017078906922203835,0.000988893723395096,0.0028559141202896053,0.002169652911057946,0.05752424742772041,0.0020349356378628583,0.011519052907053068,0.004240905309943286,0.0035459666483195745,0.0039097376796911965,0.003521579175977831,0.0022495902182732563,0.0027781366228513456,2.3589127015657256e-05,0.003138541651931753,0.007683239277614775,0.021440799573978382,0.007503483629037467,0.004307464524246707,0.001921184561884473,0.0,0.004126913868296295,0.003857793968491751,0.00243444360488054,0.013778293070514943,0.003187475082420579,0.0010369303458664012,0.002336009715544085,0.0029310683223518776,0.003192832170433098,0.0023084696417964403,0.019365935875256465,0.019526342639803608,0.014970882961685215,0.0029193778203742177,0.029749858438806964,0.002019350960387164,0.007837136077859026,0.005615007461921867,0.09104875569464947,0.09135030404718814,0.0024693909364634442,0.0033896103020290497,0.0023685835275561117,0.002194385481669841,0.00326589259827604,0.0031639908186882346,0.0022455413393010298,0.005916621013903757,0.0021010433296491803,0.002617699245714536,0.0023933813130580595,0.002349902874895188,0.005756695340694801,0.009325660159180568,0.0029349599703127342,0.0024336252605846884,2.747187342176976e-05,0.010134359757874476,0.0016147337027248995,0.051270636689072946,0.002710655320919134,0.017708510970857783,0.00417170974862986,0.004850248355488099
2019-03-20,0.0042130402061156015,0.0037343826134837014,0.001668781457674632,0.009350410799846052,0.001456292580484165,0.004185732422568204,0.03705636491070958,0.0021132210916591605,0.007778766200202169,0.00709894582163833,0.01317177760579602,0.002772284458444047,0.002186069984501817,0.042530980691454036,0.051460941071492,0.03226080737433191,0.002683690388768187,0.00880758212086419,0.003752464272443246,0.003533272226291187,0.0034008750143600702,0.0031937113273132704,0.002381422835059425,0.012636986862206028,0.008956940026621474,0.0029497505248174366,0.0028588895450839956,0.03428490996614131,0.002261063418780477,0.0014077280160564487,0.0014950028312472976,0.008567978226043617,0.005700914412333139,0.0020107442316910328,0.0006768862244469947,0.03395480472821191,0.01724987092480881,0.0009962492375939897,0.002858552051109255,0.0021683482480666983,0.057519712063145385,0.002042011516935549,0.011535159720446005,0.004310873512566351,0.003583035288694067,0.003962501860151954,0.003542814979730299,0.0022699350107087935,0.002805329138540882,2.371343121942159e-05,0.0031459572962906986,0.007622720435921614,0.021405652279461316,0.007555135857284942,0.00429576884540216,0.001946104799240735,0.0,0.004169374528213089,0.0039339261333985985,0.002459344716565494,0.01378336178484103,0.003206391372119353,0.0010596557496096591,0.00250448654015209,0.002957645805344227,0.00321232820400129,0.0023199624874482875,0.019259883580123684,0.01942822884112989,0.014885440781058266,0.002899259618416441,0.028553139829780413,0.0020595352315812337,0.007942439323744993,0.005622537182296409,0.09095001840452793,0.09140194396181751,0.0024709904803283684,0.00340651010197168,0.0023735449649223213,0.002194855755344422,0.003266948261816062,0.0031853100392618323,0.002247910181301813,0.005959310385387115,0.002146757967676363,0.002616308427853014,0.002453868486084,0.002381429093884893,0.005761048890119286,0.009222214250356174,0.002903275938205892,0.002417861287747643,2.7687220340655577e-05,0.010246212154377802,0.0016326117839298787,0.05132787485744633,0.0027233014819271206,0.01792074440130772,0.004186141877862515,0.004924514647876173
2019-03-21,0.0041517210412647864,0.0036861770380536307,0.001626899889164559,0.009648005981081368,0.0014952168372063682,0.004080183491790027,0.03712984311675532,0.0021159760726078346,0.007644664846673959,0.007078631041069598,0.012778629182932294,0.0026865678447064345,0.0021046994113857864,0.043885358788266195,0.05151164683495118,0.03206130010171513,0.0026401505372838576,0.008741705710207912,0.003727456270519084,0.0035318711332903516,0.0033376024919803383,0.0031512829411486525,0.002338147799068109,0.012420221687126367,0.008933075637885807,0.002991947872766996,0.0029089151524791285,0.0342413075502429,0.0022218074009559053,0.0014012990409286907,0.0014737192305911205,0.008531987385523406,0.005630013475230401,0.0019993785878520145,0.000687554206380164,0.034310807470772545,0.01754403084795515,0.000996444510383074,0.0028162070411711384,0.0021383599663046438,0.05730810044804122,0.002003324245030821,0.01145913698459705,0.004240311186517568,0.0035306632510246566,0.0038357196272289736,0.003502501590621111,0.0021939098163638255,0.0028016419161098543,2.2155527272461573e-05,0.003132132153646114,0.007396358266220687,0.021015447899800314,0.007323028100491927,0.004325597377093456,0.0018823514619855867,0.0,0.004081196074105456,0.0039008548641903196,0.0024182157576898723,0.013744645709020212,0.003046336991186037,0.0010274065885829164,0.002484516358196746,0.002908445525409243,0.003060506230203457,0.00227889630261953,0.018961938362220765,0.01960215273685851,0.014608558330081792,0.002869397427992745,0.029702097599972575,0.0020646674779304882,0.00790567266617147,0.005241172354581819,0.09168530347577931,0.09253076221684696,0.00242692241049491,0.0033701115548963375,0.0023431311071852863,0.002159647101146365,0.0032609208191828176,0.0031162071766305355,0.0022396179429071466,0.005965842318889773,0.0021431414433328543,0.0025977735662179933,0.0025043485765157566,0.002369381962717714,0.0057293503520634646,0.009153239232699183,0.002857498597390596,0.002350112847874528,2.64827490770019e-05,0.010094136185523152,0.0015983019069904772,0.05184271587161387,0.0027096940481369635,0.017697248753313664,0.004096330433934875,0.0048519046719066455
2019-03-22,0.004166150213740071,0.0037597074805228855,0.0016371984806014045,0.009573498164628646,0.001499339531521856,0.004113080978986703,0.037289860538341726,0.0021159991695869577,0.007589760609107523,0.007092472663114896,0.012441358269153949,0.0026320759798448786,0.0020877206164743793,0.04365963279317967,0.05166687660785866,0.03198221072926266,0.002625386484550213,0.008744356817056133,0.00373563105294528,0.0035125811118959967,0.0033984827096971318,0.0031199105852292223,0.0023719999781073543,0.012652253916960602,0.008985695036705453,0.0030059936270327415,0.0028756366667869785,0.03459611479139363,0.0022165698873802377,0.0014111096483197503,0.0014045280958385833,0.008724369804588562,0.005616879458430377,0.002029448541105648,0.0007071431508908468,0.034785398469162454,0.01739643955008127,0.0010639028028903018,0.0028479159515889885,0.0021404520238614156,0.05729624184136207,0.0020146551042880168,0.011339873966328648,0.004256054648706127,0.003554952662654844,0.0038360382348841065,0.0034725746312060934,0.00218347871591196,0.002792775655263736,2.1585747310683216e-05,0.003122643554038385,0.007390128788066332,0.020459899815232496,0.007266342499290255,0.004381512319278025,0.00187891914320964,0.0,0.004112263774769394,0.0038885242359290775,0.0024170448528754458,0.013697427779563788,0.0031923608811318545,0.0010108312107321123,0.002551494184939438,0.002996012458277588,0.0029874904291979742,0.0022250968994360115,0.018990614901641636,0.020088013553425786,0.01469201533907511,0.0029260690815164562,0.029550932807459872,0.0020436876907549066,0.007924719961162579,0.005154895344789633,0.09128040319667446,0.09193387304979037,0.0024173589555935957,0.0034377294079558224,0.002367380287775907,0.0021461516095604006,0.003302113868410641,0.0031059233268057335,0.0022482124129330114,0.006037361271152509,0.002137508830559132,0.002696594970117387,0.0024394814598576136,0.0023978707402493777,0.005749504267386465,0.009105036837930335,0.002866900278471204,0.0023207885019190916,2.6398875544010096e-05,0.009992576275589521,0.0015863620190243787,0.052115036053494206,0.002706417585159773,0.017783362310651453,0.004090303567036872,0.004717034338220554
2019-03-25,0.004227056631191751,0.0037864268931855536,0.0016640075767414071,0.009410256036677172,0.0014565517733708777,0.003998857087800753,0.03743973752970901,0.0021665354151841638,0.007430327943707127,0.006948451429969175,0.012331969564716102,0.002682858258244155,0.002107651310688399,0.043349288987715846,0.051565418365211974,0.0315490449323507,0.0026258067514311257,0.008826588998588479,0.0037543394156681776,0.0034679574471156004,0.0033913508932309853,0.003144027697405488,0.0023661583058757745,0.012779846924712917,0.008882873264179839,0.0030325164498362866,0.0028901736078129734,0.03453248926669449,0.002243968441336877,0.0014195418217431,0.001396177717069176,0.008605315125334117,0.0056552930300603635,0.0020422543096405947,0.0007215105967981757,0.035414504826375884,0.01709452943343555,0.001062614171026737,0.0028939100440263754,0.00216273048946287,0.0572801091668805,0.002016999289765553,0.011455404376436265,0.004318606914482082,0.0035411978830656226,0.003812063176799987,0.003542898191314349,0.0021709980606757,0.0027256981128114923,2.2122065300064322e-05,0.003149183940872386,0.007312636673619684,0.020615538667790898,0.007293218436388894,0.004405256482219967,0.0019088258898962325,0.0,0.004013976766367639,0.003801634870418019,0.002456791595751559,0.01396524943082252,0.0032685496703372934,0.0009690081003108561,0.0025311387709100784,0.0030338989117119947,0.003020873243189344,0.0022164489284958204,0.018641265609924285,0.02026895473836716,0.014771040958177344,0.0029430293333138143,0.029666755646624268,0.002074316827237496,0.007895387902134744,0.005216948980930058,0.09126457836679125,0.09143655935617591,0.002414875561968727,0.003424670734965968,0.0023984772081920938,0.0021544008177142695,0.0032702066492728836,0.00310644039538006,0.002278986863402657,0.006069804242529459,0.002050245983926102,0.0026016824756406043,0.002404780445157611,0.002408162887728998,0.00581292920133227,0.008915279838683074,0.002847245876280746,0.002319966791686232,2.644925114490774e-05,0.010152831198709585,0.0015776586617313783,0.05275905750707466,0.002717239935195728,0.017920104109421568,0.004133774312629932,0.00468664494859322
2019-03-26,0.004207795890944643,0.0037559686352088813,0.0016690857254523012,0.009520544628508982,0.0014429146972172494,0.003827935872937251,0.03750371601202759,0.0021722062170275416,0.007480548897607631,0.006803600687537968,0.012319164308717455,0.002740581208592532,0.0021412648825976876,0.04415654161916035,0.05148700629095296,0.031721249675170975,0.0026274667286093206,0.008642600715139644,0.0037343397659680777,0.0035109632988619198,0.0034162649217011083,0.003125602817097776,0.0023832695825392785,0.012826994924409833,0.00889889597309817,0.0030392632508260144,0.0028709827529253863,0.03483903845219749,0.002239332732748522,0.0014365214355467363,0.0014114905471709527,0.008557764276835042,0.005088149264198597,0.0020328184988245325,0.000743900469769221,0.03556525443367888,0.01721429842072974,0.0010567176786772613,0.002891404810660824,0.0021619052438391025,0.05724553722775474,0.0020128324660446716,0.01129677962810755,0.004249051207446771,0.003579659993934217,0.003814402559202475,0.0035572285346404035,0.002133864716846677,0.0027288928777484673,2.1831615317880698e-05,0.0031323788298028353,0.00732475943130789,0.020407572587021135,0.0072845276745346615,0.004437375113085918,0.0019105597666818016,0.0,0.004017907096660402,0.003743451017432998,0.002462121097028262,0.013912700608160043,0.003282565325668842,0.0009438683333145625,0.00272461194158541,0.0029880309133195624,0.0030993132535948125,0.0022055256370904015,0.01863883065443724,0.01995898569767849,0.014749678925030128,0.0029479556203099782,0.030287913942797243,0.0020720942001303242,0.007690314917332088,0.005237711343417694,0.0911904563125812,0.0916099858062819,0.0024127477501306224,0.0034347039757154445,0.002389448226705231,0.0021661273446323278,0.00323300083475099,0.0031047156849906784,0.002233627451501379,0.006059285355430735,0.002022233836003289,0.0025779463413193424,0.0023779563065805427,0.0023895818177600238,0.0057937765541856475,0.008936676023557364,0.002828808386850734,0.0022928619221343222,2.6978126542549237e-05,0.01019299745953248,0.0015464845672120975,0.05293021578014383,0.002653298334133841,0.01748623313039313,0.00413939343422861,0.004604258236519788
2019-03-27,0.004210006844491702,0.0038124559115229393,0.001641949798394657,0.009661799903705663,0.0014763127360998313,0.003939083280545543,0.03770786529464235,0.0021781298240551228,0.00738709285655574,0.006736294614041892,0.01219268536932024,0.0027289341768185135,0.0020943585365033684,0.04417116392539687,0.05146415981880549,0.031843365088160165,0.002606600615967132,0.00872626003474842,0.003732185085170049,0.003570506364311661,0.00309775703085575,0.003117599097108482,0.0024105636771727355,0.012845718957825353,0.008708955593528665,0.0030713687674899797,0.0029070495276024085,0.035072876526705765,0.0022141129977588324,0.0014516602578724847,0.001365628393675111,0.00867386543840272,0.005229892860522802,0.002064004944112544,0.0007503190082183157,0.03559156509595931,0.017102534233824337,0.0010758757944771124,0.002863554009174488,0.0021895935853155496,0.05705785576397399,0.0019966185879193425,0.01127961281292026,0.004256537287525799,0.00356094061486843,0.0037095577926241027,0.0035495444833676566,0.002087285020527477,0.0027506904838516502,2.2879392126431568e-05,0.0031135970728974087,0.007296341762094202,0.0203340176344876,0.007340866386557224,0.004475505625803005,0.0019116190471269218,0.0,0.004058365717408211,0.0037097228065115597,0.002459291640927052,0.014032918327847992,0.0033403858010614524,0.0009382681055053189,0.002728571337791001,0.0029724644697506184,0.003020090366371852,0.0022081224514399114,0.01858955347419981,0.020178808243696007,0.014860158603904362,0.002943014542237957,0.03043241434270528,0.0020788973187507633,0.007822967552053245,0.005165202672427827,0.09082189993940445,0.09148649674013183,0.0023882499227925176,0.0034571840798613305,0.00240059147718466,0.0021931656656698074,0.003257491471733077,0.0030999321708489094,0.0021935024390917876,0.006063712092920317,0.001978429807172295,0.0025349945177358794,0.0023090893799340407,0.002398055438997478,0.005823691760564015,0.008845328797121186,0.0028254835442561204,0.0023064801856881832,2.646354008050463e-05,0.009967036814849511,0.0015569870945083295,0.05298423095574753,0.002639497010277662,0.017765097376897934,0.004181513891652512,0.004527000464756379
2019-03-28,0.004237348979066089,0.003879441192362491,0.0016526475426419393,0.00966081107541688,0.0014569624508901952,0.0039206775692516155,0.03737055915246928,0.0022010029982242546,0.007454685678780206,0.006922128820693632,0.012298950760082052,0.0027922818588909768,0.002116841193521664,0.0446685836206037,0.05109098586915338,0.03225552115628058,0.0026190717011520177,0.008752196274550463,0.0037745363417859947,0.0035784316048201384,0.003026184927545045,0.003049405073600375,0.002381495522501619,0.012881032803481362,0.008736710658389777,0.003039610913561004,0.002888640851608083,0.034915872839256235,0.0022126416337435537,0.0014589646579173234,0.0013821013325570164,0.008595784250125076,0.005193947504856668,0.002107877823022308,0.0007338551929339224,0.03572134785280217,0.017174436864929532,0.0010794494061007309,0.0028731600870728004,0.002165909730352397,0.05720541946417214,0.0020021074422901406,0.011535950099241256,0.00424844612207113,0.0035164266850259366,0.0037707511204143197,0.0035414127598979443,0.002081320917763898,0.0027564898769093004,2.2482856997619092e-05,0.003124213341610995,0.007419715894654376,0.02071026431171297,0.007415160621941405,0.004604413833133527,0.0019126227486313586,0.0,0.003958575837191071,0.0037277384194221302,0.002460037656254562,0.013888503326450903,0.0032983372033812334,0.0008699453367085482,0.002682057288770823,0.0029720089759996842,0.0031073085953365136,0.0022215278219118537,0.018466558012958142,0.02007996538258499,0.014805051627402371,0.0029079924316344446,0.03073384658992539,0.0020883194394567526,0.007799099436936589,0.005271779055513908,0.09029090824783602,0.0908240473096115,0.0023957676139831296,0.0034274994898831263,0.0024102418223672065,0.0021418526341788592,0.0032545493449918942,0.0031243852958505276,0.002222570039893786,0.006054155759644673,0.002021610253841055,0.00252821315511216,0.0023001610282048775,0.0024012514781036106,0.005775502853227032,0.008871174255509552,0.002827800354567199,0.002305930641848915,2.707352347636093e-05,0.009950831201368367,0.0015568873788352532,0.05291705281633604,0.002627128849702316,0.017449879848456622,0.004183029792088305,0.004582548709778761
2019-03-29,0.004208575114099804,0.0038891453211451965,0.0016500420590008496,0.009735620214099816,0.0014787443260435922,0.003952258061432114,0.036108761728167814,0.0021977594818876657,0.0073788140269907,0.00688309580996627,0.012096534256437962,0.002707848841638927,0.002095174531318933,0.0454665598738136,0.05126612562164318,0.032364036460345,0.002576796968210173,0.008679107442751032,0.0038251379165107186,0.0036363571462240565,0.0030113406744762213,0.003006158652285178,0.0023798357454147957,0.012937494115699076,0.008725896196039137,0.003058658703593675,0.002946325420985283,0.035087874231652424,0.0022035800081958,0.0014451734362184818,0.0013444396146311374,0.008632320436153473,0.005179849423207299,0.0020415154239396306,0.0007335451309492157,0.03581756138646236,0.0173654256535864,0.0010793127229194257,0.0028666115841619847,0.002201278517813228,0.057391849393087,0.0019755739148406685,0.01154069132589535,0.004208286641834846,0.0035315590180057086,0.003723561243150764,0.0035448545632829997,0.0020881417789481403,0.00281772355232435,2.2638276890985532e-05,0.00310622573079961,0.007376510608684421,0.020380371020524198,0.0074254701755068825,0.00451784858312329,0.001936633993356424,0.0,0.003955224770400516,0.0037555545497900693,0.0024492409859893437,0.013369691547016836,0.003322739226250963,0.0009003889760260298,0.002819275865665473,0.0029567335403240923,0.003056997657673466,0.0022177018507285283,0.018339571806330886,0.019980621091237,0.014809943767139743,0.002911486083320672,0.03116700873965825,0.002068579087138238,0.007818724113842507,0.005180353706551276,0.09088968470853825,0.09128575928394381,0.0023759506678676587,0.003516531527234407,0.0023652963583918815,0.002131206274454693,0.0033062781958648983,0.0031069187830809497,0.002184174189596743,0.0060708648239978895,0.001985617013544674,0.0025524395717843647,0.0022697714428940724,0.0024004209441099906,0.005704421726253671,0.008929683353159938,0.0028199668406286814,0.002329633928875561,2.678762379475306e-05,0.009938836274329392,0.001399391560073777,0.053097501351995896,0.0025866187915961837,0.01705678715325674,0.0041747913735245045,0.004566196771755507
