,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BARC,BDEV,BKG,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GSK,GLEN,GVC,HLMA,HL.,HSBA,IMB,INF,IHG,IAG,ITRK,ITV,JE.,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,NMC,OCDO,PSON,PSN,PRU,RB.,REL,RTO,RIO,RMG,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WG.,WTB,WPP
2018-06-18,0.004285282743415864,0.004541781987557031,0.0014706541291621736,0.008403968054856893,0.0016076424193274999,0.00535783518401673,0.0319970603138833,0.0018135732971388569,0.009493258803134301,0.00957277965862419,0.015523040088564213,0.0025589413376574167,0.0024267346316453973,0.0165557167478794,0.05240793556885073,0.03843372645312469,0.0031554969750668222,0.0082528584738907,0.0035920820567172506,0.003902408061144424,0.004072633080641093,0.00400451692973084,0.0024484680463978674,0.011910450439940396,0.011133635271931347,0.003072587331868464,0.0028026162736779847,0.032000648350535135,0.0022277545707858237,0.0008109903060568758,0.0021428037962588696,0.00797729110214144,0.006872485068976186,0.0031609920807068943,0.0010097956224395964,0.035615408812483436,0.022003309740260473,0.0026465802683559754,0.0025080735168341744,0.002481980129549846,0.06774044196003738,0.011721506343154265,0.0032265002402407286,0.004303425340537016,0.005400886141313121,0.004351821921601679,0.0028646374416779943,0.002183914523090268,0.003346968281427413,3.087122716412746e-05,0.0033139549052269837,0.0072788514510045196,0.020817443755831763,0.007062019877553744,0.003259969857444991,0.0021619998387628603,0.0,0.00480731690667502,0.0035238817220689172,0.0027017808166932182,0.012494821863158175,0.003861240153030301,0.001434976945195,0.002151137430478983,0.00320079668612355,0.0037550698290005936,0.022208372480816075,0.01954496288177671,0.006908821320368136,0.002989134513191003,0.022709820060277094,0.0023585899227387534,0.0002173351401409564,0.008259404198769938,0.005370975241406549,0.097918061536072,0.10202964581151701,0.00314529612184986,0.0033484943747148833,0.003201365801425894,0.0026083124807988233,0.003495204104965861,0.0031239358879928516,0.002061718877788659,0.005545283800891794,0.00263595384385403,0.0032533927537334983,0.003398577350781174,0.0064137494163769605,0.010960899068726373,0.005524412241015073,0.0027919708547799534,2.8456451206729816e-05,0.011309269421096906,0.0035018450159318044,0.022139471411905868,0.002440707644769272,0.023078509801783435,0.0018795282996288392,0.003495002084815358,0.006851486598368786
2018-06-19,0.004221747601202379,0.004505521120033643,0.0014674693383662275,0.008268954206750471,0.0015843181738584525,0.004992338485545681,0.03189826376043362,0.001833093732367028,0.009534904969562809,0.009482102258586955,0.015425663245198444,0.0025559184747720983,0.0024641260490359407,0.01634165033977153,0.05305513950782871,0.03780965911176462,0.003155963103746199,0.008209263038855689,0.0035650988014183102,0.003910326265092014,0.0040584426343946685,0.003989643730977524,0.002427004254312114,0.011902684113960374,0.010983103860428061,0.003050049731952864,0.00279834914483053,0.03161692493717837,0.002224550385302721,0.0008177290074869177,0.0021606324317012013,0.008034507920395272,0.006949576011854123,0.0031874678375727996,0.0010022355591848124,0.035759688965585366,0.021603468863719576,0.0026893153045702686,0.0025014180661618347,0.002456088161917477,0.06782064797512065,0.011574580193754137,0.0032317442574722422,0.004291246259998893,0.005441151347701378,0.0043497386613715995,0.0028436033530655643,0.0021751880791361536,0.0033468192141332793,3.061864580282115e-05,0.0032963114249310627,0.007289655920653094,0.02072903775968271,0.007035114416159563,0.003306540239081046,0.002123592838170713,0.0,0.004776367513128432,0.0034738247963104762,0.002711167220475602,0.01252963950076341,0.0038215333319347048,0.00142585881960292,0.0020408626297418885,0.003138361648216663,0.0037664971360009186,0.022087303584980233,0.01943256974182067,0.006894163186971535,0.002980536883777983,0.022350300764150923,0.002364208332960329,0.0002179625045065853,0.008077473677685165,0.00538392153348824,0.09956242049765893,0.10360536522908367,0.00322199049290762,0.0033225255237583334,0.0031954190007576224,0.002596683499950758,0.0035202733240119344,0.003114332733989188,0.0020614714354583756,0.005523615366195601,0.0025516352302610793,0.0032525313624336455,0.003396367471350567,0.006378587134464793,0.010935515765089152,0.005519242062388453,0.002773523575698939,2.845314717473643e-05,0.011288566286613063,0.0034926017797070894,0.022038156002758023,0.0024588561981018203,0.023068043566419102,0.001888708248045657,0.003466334841344926,0.006886234323947674
2018-06-20,0.004188533235106998,0.004514073035964163,0.001477881418274732,0.008266789454373598,0.0015811239122092925,0.005119342214745634,0.03178221226553283,0.0017937255491666144,0.009624066526222804,0.009439318034452294,0.01543539121091451,0.0025313551784185494,0.002416839140278056,0.01626358629410253,0.05316205402671011,0.03846431223561595,0.0031290912080277414,0.008324708189161097,0.0035336310306047117,0.0037737200879391754,0.004055050871469901,0.004038162926711503,0.0024057474984617733,0.01192167982199353,0.010920640813871898,0.003016497347698595,0.0027764639674747577,0.031456422608129905,0.00223773296420288,0.0007938183218232504,0.0021335529691372877,0.007993999818409668,0.0069412897022198515,0.003143585302215769,0.0009912326654547244,0.03564024183420118,0.0215350438355117,0.0026690723884717684,0.002458960460958872,0.002445712800594405,0.06798892258069086,0.011779541445431582,0.003153335299191111,0.004224925836779863,0.005451565975862275,0.004256727518998039,0.002874920725256449,0.0022254507350272586,0.003320136913023594,3.05684587005089e-05,0.0032793499148856403,0.0073402032873396035,0.020794716226094422,0.007007571766058372,0.003303816087983384,0.002124946259315547,0.0,0.0047057088458984575,0.003437581208945241,0.002707677738222351,0.01246495786748278,0.0037892529989500745,0.0014135906180449884,0.0020549042141846945,0.0031040028965496915,0.0036859042019482704,0.022100444974326006,0.01959649532447721,0.006832443652358486,0.002972836292103854,0.022121953880901074,0.002387501097578228,0.00021698285719294356,0.007935224811075147,0.005478427301486405,0.09978477624382759,0.10391741426442555,0.003236840631229304,0.0032604192708286205,0.0031895863278673616,0.0025800301018816456,0.003483307514972874,0.0030927657725061154,0.002069883637232286,0.005545640265635977,0.002445521313130793,0.003210827095563871,0.003364193079310124,0.006322341228551849,0.011001047336291023,0.005500562468731112,0.00276378196181348,2.8143747562616233e-05,0.011256069106343832,0.00347973355501387,0.022008703827382892,0.0024733737540344673,0.02322991636258964,0.0018313253606233421,0.003425948379325349,0.006938594414125297
2018-06-21,0.004130373011246672,0.00456253457652442,0.0014821006560688276,0.008273314846013081,0.0015959519669625573,0.005215639046028511,0.032070325809147524,0.001817274470139746,0.009556536712929137,0.009439014812715673,0.015369822809093764,0.0024798214723373846,0.0022476637402187934,0.016286704892277296,0.052355727267822665,0.03933183125775424,0.0031335558952044003,0.008418237288079118,0.0035304502293176014,0.003822302099532797,0.004027999975231627,0.004066764362501114,0.0023863807660720058,0.011866020366296026,0.01090850975908767,0.0030157762698271103,0.0027723597750856643,0.03144969295921635,0.0022155373131595643,0.0008019950438241994,0.0021894048221272173,0.007923416840045657,0.006971982067047824,0.003130323799506331,0.000992061614811818,0.03570778337928014,0.02165207318413381,0.0026637686889325303,0.0024710627664421662,0.0024212995672903094,0.06779089198238815,0.012025255104977688,0.003164003771031463,0.00425084323239246,0.005481592465129196,0.004256590779002002,0.0029167721780988132,0.002260998465930697,0.0033386026183142878,3.0128804538008145e-05,0.003279932621088977,0.007312681371506612,0.020753762700903466,0.007139922400275522,0.00333267935993893,0.00209645536797059,0.0,0.004705557683155231,0.0034323932777563506,0.0027196635185340306,0.01256387663519589,0.0037086719520573633,0.0014143447254165405,0.0021576861429477455,0.0031370922947489446,0.0036370135858255033,0.022105760045375775,0.019757057620514683,0.00682164469815707,0.0030015858825105583,0.02236614750887965,0.0023315782183710603,0.00022065911964421625,0.008135374109747339,0.005463502178341848,0.09883090060509796,0.10292460300550543,0.0032462930060142272,0.0032502300488539437,0.0032415362446577525,0.0025888631573655623,0.003518314915645582,0.00310848806862268,0.0021061490425151796,0.005604176397390933,0.0024565749233438792,0.0032098039750966174,0.0033925570840925303,0.006355176556795401,0.011009900832420068,0.005468752251319707,0.002730270702115401,2.7990966302483235e-05,0.011417628667088444,0.003492609165664906,0.022189344245573707,0.0024383517924377526,0.02323662654135102,0.0018932198280950418,0.0034022293005444913,0.006995290076089185
2018-06-22,0.004108532901504372,0.004605553548943429,0.0014833175410548924,0.008171861748251734,0.0016126370336882734,0.005125840487034041,0.03126511570727961,0.0018398490886605426,0.009564867772708074,0.009344240461778966,0.01532694442278,0.0024173941030063923,0.002230995937329939,0.016387537025049356,0.052475692283008336,0.04018885610146067,0.0031451133127158386,0.008530651262438379,0.003540027519407658,0.0038497028696128184,0.004004600611342681,0.004112695614028005,0.0023619017998130734,0.011951814124500788,0.010856015553983219,0.0030229074940867637,0.002772969804697061,0.03165749852064555,0.002204900056146422,0.00079958509254672,0.0021989481381248116,0.007901602214969008,0.006981100936958134,0.0031753232309893673,0.0010012978102682403,0.03555969556852176,0.0217218303277289,0.0027061459263847494,0.0024547924847297237,0.0024311354989874595,0.06718498912274615,0.011989405410301631,0.0031691001507062086,0.004222523807094049,0.005492053647101965,0.004280179833241654,0.002947366299029429,0.0022691502215657494,0.003295248239091737,3.0327247457916178e-05,0.003280466026996328,0.007366891281931682,0.02097786985109091,0.0071977248794839535,0.0033211890882753254,0.0021171781883495243,0.0,0.004567446062964571,0.0034408489475400293,0.0027521478072619833,0.01256318426611088,0.0037847740093736432,0.0014312379852290827,0.002240324519066057,0.003157769685471798,0.003583155532646763,0.021845456610632093,0.019644417630150176,0.006875288819371403,0.0030048138240707676,0.022310038131684327,0.002337292780410415,0.00022210878753934038,0.00811890815362195,0.005507437644593147,0.09910823394565112,0.10281890276810121,0.003258957139777729,0.003250272781922741,0.0032224156716636715,0.0025738527733250908,0.0034957225375854308,0.0031004101018715876,0.002103452453608428,0.0057038949792796445,0.002440856287029923,0.0031950775159516353,0.0033931848217743647,0.006366606244552928,0.010947304485542172,0.005442855319426849,0.00274305518120612,2.7495364128920972e-05,0.011328149040986805,0.00348681044739205,0.022363991665231217,0.0023826123406520904,0.023297866969549212,0.0019520966427022531,0.003409589537732327,0.006966526553986139
2018-06-25,0.004080750825996479,0.004590988555152166,0.0014844704064588808,0.00816430905155547,0.0016007497628474476,0.005054665255040346,0.03084227710044194,0.001827724502059281,0.009576753204993868,0.009239040481073423,0.01529095849758854,0.0024094837151515448,0.002214018557129923,0.016380447277146597,0.05293056300568634,0.04035728035048156,0.0031352840185624813,0.00852454878855256,0.00352165580193834,0.0038984076111087465,0.003934263723371221,0.0041173543673678845,0.0023141726783341495,0.011920497065857306,0.010623785983161257,0.002972731107363205,0.0027538026149186573,0.03140409161759759,0.0022015802088370387,0.0007908871013393218,0.002166893800172876,0.007957638326787274,0.00693343820994809,0.003124525695615646,0.0010055277120275623,0.03511812033629665,0.02202886353772654,0.0026835106620753603,0.0024045208868706835,0.002414721759686857,0.06671786866875853,0.012071815735843053,0.0031711365394188223,0.004186285770074905,0.005474039112601231,0.00423798037603479,0.0029536329739585534,0.00225895564175124,0.0032581494451779484,3.005564236954251e-05,0.0032738245351536955,0.007338555176956391,0.020738336352330362,0.007094316444880423,0.003230695477409705,0.0021032962065279438,0.0,0.0044755764749685525,0.0033936437664933983,0.0027387334467765877,0.012528646833817186,0.0037635477965357084,0.0014159246792110152,0.002237380669211329,0.0031121120584518113,0.003593008771223396,0.02173213787520676,0.01991342229374267,0.006899503921779429,0.0030006946673681286,0.022117462060954753,0.002332864059413987,0.00022228841880954844,0.008124303506697971,0.0054812725149031225,0.10059367250699683,0.10435962628282805,0.003244258653547591,0.003178365165338833,0.003229027150150382,0.002552985509259893,0.003430811358053953,0.003079472822988208,0.00211502157789077,0.005637653243616486,0.002393883182922951,0.003129650932878695,0.0033615575334704087,0.006351597803986574,0.01080563285103308,0.005433789819883958,0.0027075605864203705,2.73681670394352e-05,0.011450197333373262,0.003453552480661487,0.02238844519903333,0.0023824863338806047,0.023137533622751547,0.0019963609156628333,0.003417603906626979,0.006925112980570082
2018-06-26,0.004052146731272606,0.004684341363116268,0.0014977476727410554,0.008032118202816168,0.001578010389672318,0.005086498057562852,0.031368567068051356,0.0018749006056851994,0.009571667841097028,0.009235613988545274,0.015386474656268375,0.0024547846678710885,0.0022254935826558496,0.01616699337829964,0.05258555606677102,0.040008742696678395,0.003141560916719975,0.008631278421694907,0.00355845104685095,0.003912299135238172,0.003683432448713291,0.004212251101521293,0.002334683535574826,0.012106799643213175,0.010722660842568925,0.003001860927932949,0.0027980156786098624,0.031240131163461655,0.0022308017804969545,0.0007838655826179641,0.002136478774719634,0.007940951942251681,0.006948893050919815,0.0031494578679951844,0.0010012518250358993,0.035027953041551554,0.02145326239333663,0.002721957457986246,0.002421899522920327,0.0024201832867762514,0.06698170763525321,0.012254439875512415,0.003211105291268313,0.004178942449212301,0.005363047768704264,0.004255766410677749,0.00301676306407319,0.0022996744548071982,0.0032478517492798126,3.053619205371679e-05,0.003320467353790854,0.007359469404204032,0.02103888589476361,0.007173756074168901,0.0031894651956894467,0.0021347851658728304,0.0,0.004396275646916794,0.0034043515754699147,0.0027606073249905132,0.012749565222600642,0.0038173540442224306,0.0014514167033208895,0.0021973242482227063,0.003175165233242227,0.003581500855040193,0.021471255823617134,0.01958907434756302,0.006910590547572623,0.0030061423628267147,0.022012685791060322,0.0023539352468387683,0.00022790370802382176,0.008064444850463813,0.005541671477030023,0.1001041649389152,0.10384895551548419,0.0032706442047537973,0.0032075762209268703,0.003253594681315093,0.0025550304530939263,0.00338929622124682,0.0031256886027131656,0.0021641891843515995,0.0057301625902816886,0.002419235926584769,0.003124309430480137,0.003370765195697499,0.0064632547926304655,0.010838616579808325,0.005430257245206165,0.0027150730486963388,2.764072885427474e-05,0.011647782399038879,0.003365373024774694,0.02269282275267692,0.002440271750930428,0.023259585420629163,0.002003487571364099,0.003391996139787486,0.007002258033591158
2018-06-27,0.004045848042236835,0.0046411567540136315,0.0014953349592968749,0.00805618893811849,0.0015831569427352237,0.005041339886646374,0.03113061494567242,0.0018392295491301556,0.009545011195822635,0.009216998185310757,0.015214591964607766,0.0024301661324111516,0.0022313592809835928,0.016563301136663783,0.053247124241924175,0.03930576693969673,0.0031337104045512654,0.008531769581372238,0.0035629481891331204,0.003924147845686706,0.0037973479213031535,0.00418363859375916,0.002342146105421833,0.011782817458887864,0.01073572496791632,0.0029817858898836575,0.0027848782567850665,0.031208720206954782,0.0022104343933930914,0.0007838280251096857,0.0020935568688701055,0.0079094319698902,0.006964178026573192,0.0031255427109610867,0.0009981485470125443,0.03487038351094417,0.021391350082932244,0.0027665906161488014,0.002417568670580486,0.00243950871492586,0.066715837549558,0.012167662291979226,0.0031641107928113703,0.0041236893172448864,0.005195075763588643,0.004231304604988324,0.0029861148170118998,0.002263376975600839,0.0032456985277055624,3.0304018154351567e-05,0.0033076355417491926,0.007371671391172663,0.020958773256472187,0.007251951440271797,0.0031047704319261123,0.00215795656634176,0.0,0.004378825536666539,0.0034165268754133963,0.002759644350875713,0.012694390480056716,0.0038874301890912976,0.0014391837264537215,0.002207913620261679,0.0031611019758563132,0.0035884347354597466,0.021440897336150597,0.019850313140351957,0.006765408027533568,0.002961589691984589,0.022302404771397652,0.0023686074881120894,0.0002231028381601759,0.008135571509595497,0.00549195932084262,0.10168957243498629,0.10467351355663068,0.003262496817697615,0.0031795385421992495,0.0032272548276053767,0.0025637519644608796,0.003391995467690836,0.003110456706283756,0.0021667389272521584,0.005703320677550267,0.0024528127727905915,0.0030923597969684806,0.003352953445597632,0.006449539404173382,0.010719514937538012,0.0053622869598061035,0.00268797006027623,2.7661639083731958e-05,0.011393429537887875,0.0033469605653578967,0.022646567967587503,0.002442799593041376,0.022948464965840094,0.0020053683901479677,0.0033034538143114594,0.006922630672126608
2018-06-28,0.003999887835953589,0.004578336041585537,0.0014934224367529746,0.00806105137695174,0.0015808243234287885,0.005049956056932936,0.03100828416521606,0.0017855712652196476,0.009410259838348681,0.009283354407767952,0.014914372776005479,0.0023937931852274818,0.0021893629199293703,0.016667228185831565,0.054054853387046804,0.03854492767313983,0.003077105301565969,0.00853045233219484,0.0034833200325043653,0.0038537282858245757,0.003758852913678805,0.004164757167913068,0.002292394291614126,0.011885413503554352,0.010752235529665003,0.003011734558934215,0.002783826547842432,0.03117658700724246,0.002179928227386119,0.0007786346866174154,0.0020558334045916228,0.007915606713200983,0.006934250315579451,0.0031463303439352567,0.000983607643237039,0.0348137794378663,0.02120819215843915,0.0027436208988282896,0.0024026282993158963,0.0024194654930862836,0.06617355070080835,0.01214144003096809,0.0032041346135187627,0.0041588665142274685,0.00498133916672622,0.004256400464207873,0.002935212532121486,0.002067946771901245,0.0032582510718148936,2.9928002916265393e-05,0.003289244346652415,0.007287521003725962,0.020773486076881023,0.007141662558409269,0.003178895496142194,0.0021397431029933963,0.0,0.004403754201495273,0.0034268422497366847,0.0027501112647130917,0.012644822054456013,0.003833328840093935,0.001432136748346907,0.0022428158408328504,0.003178707466882382,0.003568857824071189,0.02132392529173993,0.01971975438037728,0.006777472208142561,0.0029753137696435722,0.02230663784915687,0.0023392939649878757,0.000218853081626414,0.008343276426827691,0.005360221268764002,0.10298958793110063,0.10656249685837861,0.0032283495709002487,0.003186548169619146,0.0032455964154707267,0.0025424242938025757,0.0033895544812350595,0.0030878680173867133,0.0021604577942067123,0.005702767338799306,0.002438498184522691,0.003143998042100873,0.003328049197610318,0.006388230695814709,0.010636327093920114,0.005227993239612741,0.0026698263288972026,2.7342608301873255e-05,0.011221174167263355,0.00337896833655074,0.02259111306433392,0.0024032600274313423,0.02289080016217837,0.0020347688543910186,0.0034076171066157435,0.006884863863689287
2018-06-29,0.003946420630143944,0.004437493701070698,0.0014818010771791294,0.008084013850365715,0.0015506508431603007,0.005025866828902606,0.030977683463866715,0.0017933992431375246,0.009407017846819713,0.009535290150884286,0.015145418211565622,0.0023701622039924864,0.0021834833212858178,0.016953501811618008,0.053825110224598724,0.040173649757801945,0.0030638290372704,0.008507085581897876,0.0035015915366749697,0.00385825148610396,0.0036950817004197793,0.004173149636340345,0.0022845392392383808,0.011911239277560836,0.010567164605037264,0.002972466707667639,0.0027421074426557477,0.03125930839867154,0.002172057907840361,0.0007767100075045671,0.002039655040293784,0.007971663970574005,0.006978230324538252,0.0031048536437977507,0.0009903788770676103,0.0347904840434379,0.021003570626482303,0.002714941475185279,0.0023561968858217403,0.002384017577198023,0.06630063856814153,0.012501510183252091,0.00318138572020081,0.004067401593681597,0.005010187481356637,0.0042421156978184734,0.0029042572487472376,0.002108703551139972,0.0031964741121949273,2.9824892567241564e-05,0.0032921356317776704,0.007196305707324716,0.021020962840353725,0.007063431760683347,0.0031018486330860783,0.0021096995542997346,0.0,0.004224858791263142,0.003434925162803315,0.002762437206562515,0.012653384659756278,0.003820899708088259,0.0014174023938436885,0.0022035368559276077,0.003173337730719746,0.003517085314308803,0.020996934672783178,0.01966790498352901,0.0068328297215818285,0.00292029728197041,0.022587316740377134,0.002350130057261174,0.00021769080153333296,0.008335825163649543,0.005380869909034231,0.10266486078367035,0.1059461216096196,0.003224824114841072,0.0031432014085831907,0.003267491360245588,0.0025223128217506437,0.003385854876803012,0.003092482314942988,0.0021763564055717077,0.005645817410117866,0.002405166412447149,0.0031026676623360657,0.003311901059468061,0.0063858423248876065,0.010692165174623233,0.005136941642915736,0.002623340645379838,2.6978042262255207e-05,0.011254349625100697,0.0033354815101638477,0.022619023921696197,0.0024295888848212526,0.022924111878727442,0.001962025062106566,0.0033721284902247226,0.0068148760294006626
