,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BARC,BDEV,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GSK,GLEN,GVC,HLMA,HL.,HSBA,HSX,IMB,INF,IHG,IAG,ITRK,ITV,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,OCDO,PFG,PSON,PSN,PRU,RB.,REL,RMG,RTO,RIO,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SPX,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WG.,WTB,WPP
2017-06-19,0.00422859293551898,0.0051735658735813555,0.0019246676963987103,0.00644213100032361,0.0013316695196785775,0.003909758891896734,0.03367140622223353,0.0018399580816626374,0.01083264491475578,0.01071441603480571,0.01752868939284429,0.0027941691012918477,0.012389305741350286,0.04611188925040096,0.04943952324131594,0.0032155588034111096,0.012069924559800533,0.0039007840927898483,0.0037094917881255575,0.004151546871399163,0.005548259955024941,0.0021751582851881547,0.014195057993209697,0.011969471281766413,0.002641910845876553,0.0031416382745395217,0.029697258427533707,0.0024835828187974494,0.00028397158538990137,0.001748913450834363,0.0075936606567714995,0.006465357283177673,0.0033330863255079486,0.0014087061014542222,0.04117353883825564,0.017527353901505678,0.0011679899846797177,0.0021299475172955862,0.0015956823202862443,0.06903020368246128,0.001726738222390257,0.01706655621436343,0.002828740570550671,0.00404623860822154,0.004977030920750761,0.0035156199078636894,0.0031802997637120005,0.002751397361731014,3.404812692982003e-05,0.004420605032338111,0.0075942155414299274,0.024246734723948477,0.006461275768473693,0.0034710135348940976,0.0026571150985683105,0.0,0.0023249871610315086,0.0038310417506649433,0.002717333058704747,0.018340439280025846,0.002859901327120966,0.000640367247862775,0.001505769437022297,0.0028629976508600815,0.003366117871332152,0.02326963467288662,0.025157707286403357,0.008167777285201445,0.002189915474244289,0.0025959904358973914,0.01834628709439121,0.0001939830555412206,0.008443659529812542,0.004293469814638631,0.08716097979494776,0.08898152126449727,0.0031749572865524553,0.0038377665347592497,0.0026816028494268465,0.0014059832860169254,0.0,0.0025146607202974555,0.0028112948226294283,0.005943293723418907,0.0019914423819886538,0.003201324492391928,0.0027301550896962194,0.0019920536873123357,0.007338298372151721,0.012438795514067087,0.00448234372926482,0.003044070970099182,2.929798292015536e-05,0.006863930306002081,0.0025481513831682114,0.026126619862733375,0.0032623343671616717,0.029529852179052577,0.0011665578068071596,0.003546454021813108,0.010420805197874451
2017-06-20,0.004252245620331685,0.005215183915132403,0.0019295875070195938,0.006319597663926494,0.001280138087506638,0.003867180719526699,0.03441110529242816,0.001835860399453264,0.010953958507152903,0.010788255421855046,0.017337921803455655,0.0027930254602754404,0.012079895540553902,0.045278518980626715,0.04981811315377967,0.0032115574238533737,0.012028253445860162,0.003882396993921496,0.0037685002303334525,0.004226871979703264,0.005583715074830758,0.0022053917280538313,0.014391231288145654,0.012128719676096519,0.0026600280945564426,0.0031043155455046097,0.030141665596884776,0.002511917274174992,0.00027386055595766793,0.0017374267797287532,0.0076479453401641015,0.0065182105695936665,0.003414249293565,0.0014094163621014414,0.04145744392058254,0.016977612255273142,0.001176308060922195,0.0021310650068991923,0.001602000345531152,0.06927668563540886,0.0017658131641580855,0.017151973602647454,0.002877345704409781,0.004091294211439717,0.004976645685456357,0.0035363016298071426,0.003174454658189423,0.0027744600680444406,3.36869840430434e-05,0.004415473535756198,0.007681380050250543,0.023848512932370117,0.006527591004130601,0.0035409357108487586,0.0026106101387470453,0.0,0.002391568277747146,0.003799255176047139,0.0027737312163594614,0.018448865488397158,0.0027976632346555347,0.0006347759732766497,0.0015237043959197272,0.0029135946382753287,0.003391353175792395,0.02353600615628974,0.025413078837949087,0.008255473379830737,0.002195337504533665,0.0026168364744499177,0.01797286492647513,0.00019519443514073162,0.008523645572580216,0.0042982988119377,0.0862414200462205,0.08768530892525314,0.00319902740108681,0.00391067154430603,0.002671589635579851,0.0014177684901673698,0.0,0.0025232354133412427,0.002769785611052975,0.006019339536676536,0.0020169955977714163,0.0032024283041402852,0.002793092521306699,0.0019851404362689704,0.007424978725076101,0.01242437129488752,0.004517643391584955,0.003042312721925361,2.9330902556875448e-05,0.006802094514560803,0.002527459886689902,0.02638534103163237,0.003212658198767631,0.02971723388146905,0.0011612662364451035,0.0035150575332964654,0.010489344911308544
2017-06-21,0.004248205129159373,0.005186613359493221,0.0019131594881099236,0.006456670061519791,0.0013030771194946864,0.0038826119429512954,0.03446801713978207,0.0018144622128075188,0.010922842388561576,0.010854160555502805,0.0171904504659348,0.002793594907690006,0.012141048407138571,0.045136928334611665,0.04995839320689646,0.0032160344736923037,0.011953003456565907,0.003906962407550878,0.0037988605790560373,0.004270835537509556,0.005728873097080342,0.0022192941264887285,0.014362968069206295,0.012155180287029105,0.00268108569391198,0.003101609373670194,0.030084589769857183,0.002497440200586625,0.00027877979358902137,0.0017493968037142111,0.007678587165923287,0.006592586517457803,0.003445872168806884,0.0014382284384734513,0.041403042215604105,0.017355145600140138,0.0011706519331259055,0.002144650567980628,0.0015704100011101917,0.06950586198484197,0.001761616893729313,0.017115437759262525,0.002886475862304013,0.004107403123541416,0.005096932310721853,0.003563880439677326,0.0032381059272000782,0.002750632248230813,3.365229759124882e-05,0.004385039682500044,0.007678503661680383,0.024015940994751295,0.006559504405100716,0.003579278281048726,0.002611928099088265,0.0,0.002404476799293551,0.003860833362032347,0.0027888024489820763,0.018352067255060934,0.0027798611831137856,0.0006355925148372714,0.0012614644487862901,0.0029250050056065483,0.0033800822862538695,0.023436344678857527,0.025153767849791293,0.008259815948991054,0.0021924897787666685,0.0026206666311719743,0.01817630377253192,0.00019447670592111801,0.008627806049416034,0.004292078072924062,0.08556244531300077,0.08690939589312793,0.0032112577855849577,0.003885092935858922,0.00266814297919435,0.0014134725266604729,0.0,0.0024992226910028037,0.002764757374207508,0.006069117112593281,0.0020343294984192482,0.003221205904061743,0.0028474228418180524,0.0019943152463691477,0.007519980863379524,0.012316186633457916,0.004467890267119734,0.003001573008213028,2.946646246795756e-05,0.006825401733599529,0.0025591519029171395,0.026436683073083642,0.003225786778679387,0.029915000098044375,0.0011648521916784922,0.0036513657046787114,0.01050003141938867
2017-06-22,0.004272407648916934,0.005197635954734889,0.0018855426598894868,0.006488090022437678,0.0013207521782786203,0.003867530266914503,0.035220171097470145,0.0017966539167795026,0.010829754680528414,0.010680667989854158,0.01686408271271634,0.002810945708744912,0.012237383904209254,0.04522249661282035,0.049434757687378594,0.003213990198906253,0.011923613602576225,0.00387579618891145,0.0038121288306623845,0.004253991888634371,0.005739105278112728,0.0022269742150815954,0.01432820041514622,0.01202864991288931,0.0026595431114641893,0.00307511660731871,0.02964966206517629,0.0024544485947679464,0.00030171541114598567,0.0017590998863356464,0.007583893013730088,0.006562717721120931,0.003473849902911642,0.0014519661890034497,0.042438133433544536,0.017410852531411156,0.0011579260894145796,0.0021222800801164983,0.001575582383500755,0.06926534340832038,0.0017675142636704962,0.01732244620325832,0.002895806957516477,0.004104460804044294,0.005050949936476293,0.003552559363863435,0.003214812538270033,0.002696799278291659,3.38133719523022e-05,0.004316473911667893,0.007603495785809562,0.023997944891621176,0.006558986499087649,0.003581272111272172,0.002606596021191561,0.0,0.002427357567314865,0.0037887208465297,0.002718214823657322,0.0182571728350701,0.0027960214971901845,0.0006418181571777134,0.0013097521449335703,0.0029096373623681447,0.0034086135071414664,0.02342600089527826,0.02510593444091656,0.008197145712840224,0.0021518467747948743,0.002614308729761529,0.018320311740837945,0.00019565861818741646,0.008624678205487927,0.004299744034292568,0.0857567846751225,0.08708538167807765,0.0031581302797621578,0.0039043312507871988,0.002641263939208483,0.0014164499199179968,0.0,0.002490599259923752,0.0027423080724371333,0.006079956994006338,0.002014334860110428,0.003252854562097623,0.0028679211011841408,0.0019960493533850983,0.007579007726939011,0.012316616880377992,0.004447341097486059,0.0029819802249351148,2.965079985920054e-05,0.006780578520511153,0.002508038051582249,0.026459299039333823,0.0030954649442638442,0.030150016539513734,0.0011633641002720414,0.0036184070980986856,0.010493545197155677
2017-06-23,0.00431999781329541,0.005165837726292552,0.0019179098085349033,0.006460466859847382,0.0013186988721066556,0.003969586652167299,0.03459394797632373,0.0018179430235965453,0.010837680893245345,0.010465143971160258,0.01702597953858695,0.002798329541581994,0.012215197136587317,0.0452587395362416,0.04949065821677931,0.0032323877547896103,0.01210880712833036,0.0038872860267501514,0.0037990458065341134,0.0042407055968953725,0.005807229355196102,0.002199071231358657,0.014421420051298742,0.011972476007618532,0.0026667077101319835,0.0030546096886426995,0.029305305960152437,0.002483368012241272,0.0003023812879834763,0.0017620528141250277,0.0076438371030693,0.006546821364525053,0.003443910742771375,0.0014963574926252074,0.04217611093085446,0.017294668063651583,0.0011487386631671647,0.0021239680225899225,0.001586527466528382,0.06906707544180382,0.0017484364127754452,0.017310367156658606,0.0029069420037195594,0.0041057318154384456,0.005080651192039796,0.0035448331737070993,0.003327610092519648,0.002704084614843071,3.402745948384878e-05,0.00437473713956594,0.007625146575051465,0.02392341979014064,0.006569996796827863,0.0036166810707794587,0.0026417843894748372,0.0,0.0024090913930180304,0.003787718873135358,0.002719388427855812,0.018269550840652477,0.0028364599240493877,0.0006409834356258171,0.001308199095557784,0.0029289601856753904,0.003421846041429975,0.023491470357388543,0.025170506623908382,0.008244835283601664,0.0021649875434508192,0.0026104044125850024,0.018435618491115965,0.00019738033512292622,0.008745926964535845,0.004286020368109446,0.08594232937350899,0.08718997993300827,0.003183940172987962,0.003914991924098153,0.002677395375468624,0.0014319817481788957,0.0,0.002495284324978477,0.0027540679923186632,0.006032875088766739,0.0020136940167706577,0.0032463432301093297,0.002801481073430868,0.0020085548004667242,0.007652626524162779,0.012280790664755153,0.004454806663948564,0.0029869859510692565,2.9634608796002422e-05,0.00679400042342462,0.0025278660746654606,0.02640206214185778,0.0031317195481588528,0.030139997813794023,0.0011688915831812746,0.003641035509340814,0.010485877868926715
2017-06-26,0.004325589320689085,0.005215303153719767,0.0019106834627196187,0.006442627950885838,0.0013081778589951946,0.0039256601716805145,0.034623745155717166,0.0018126240383807347,0.010821224873755532,0.010417856113900191,0.016920484348841285,0.0027986111911084636,0.012174281880506151,0.04512899388798054,0.04931317452879645,0.0032042360722517307,0.012144753770035573,0.003866071116438867,0.003820929106546976,0.004243796100038807,0.005789416229470704,0.0021954627810929,0.014456440023835943,0.011953679756242641,0.0026798940390821914,0.0030385074863302146,0.029378863713858342,0.0024899569468508267,0.0003080573425364707,0.0017897971345287658,0.007625176226196161,0.0064351396156167836,0.0034251204134610374,0.001455626772408697,0.04194739255847627,0.017066018640669808,0.0011415026649495125,0.002111739588639522,0.0015744903034830586,0.06956671002750575,0.0017454542000443862,0.017310975824303885,0.0028714938126755706,0.004096187848867276,0.005160296625626676,0.0035194033394967766,0.003345040257973695,0.0026915314351093895,3.3685342725693e-05,0.004371155116460002,0.00768241483896365,0.0237132351651422,0.006545030147385718,0.003578496351881297,0.0026353921465442753,0.0,0.0023572040830535696,0.003776657972770113,0.0027085746671148747,0.018203023519145305,0.0028146666539037735,0.0006471114365090945,0.0012770934334543431,0.0029026239497654837,0.0034073860971915765,0.023742987426261606,0.025371249565057298,0.00823295432776927,0.002155242059239663,0.0025986322083299098,0.0185198862504116,0.00019627431880587316,0.008588149101393574,0.004343388230325501,0.08616954435451371,0.08741240773618218,0.003172427679851615,0.003905282015112545,0.0026800731024560127,0.0014187837403959104,0.0,0.0024953769436958703,0.002736430103145896,0.006016522917332189,0.0019913786550617213,0.0032397325744355455,0.002774105641569479,0.0019936202687814973,0.007598562923531961,0.012337076218829006,0.0044945773195746355,0.002973010094558111,2.9429383830850383e-05,0.0067522377135747135,0.0025546365024665357,0.026662851525690572,0.003131852098260443,0.030156572945397975,0.0011658518562793032,0.003694239786244884,0.010452701777299934
2017-06-27,0.004345432349409526,0.005160073796690688,0.001877910826729288,0.006631694338981754,0.0013147229594944287,0.003909692786614851,0.034295187513219284,0.001780695556394421,0.010831153902478165,0.010366717872131321,0.01743067246708891,0.002766205255780419,0.012446414012762282,0.04555934208651074,0.04907121787770173,0.0031760961706724902,0.012175666033482866,0.0038347401663079593,0.003806822861764248,0.0041976761183294955,0.005750159636068899,0.0022014686286333783,0.01376954543529183,0.011794954433467432,0.0026798172584949357,0.003019011159732568,0.02957949797932221,0.0024393164571028516,0.00030973109786805843,0.001764755434873161,0.007631465400430479,0.006397220406029031,0.0033600312927955338,0.0014603329321889007,0.04189133321049974,0.017709363048459895,0.0011111143291150799,0.002118191367165942,0.001579180316964667,0.06968774539192425,0.001722301509158577,0.017291231484253065,0.002862286366295275,0.0040553550543419884,0.005219760496881011,0.003515073070877049,0.0032942618532952987,0.002681127459053878,3.3700240612727685e-05,0.004324396723378228,0.007644868312719234,0.023662171569317627,0.006479967371978253,0.0035539514123693124,0.0025924758780928865,0.0,0.0023361351594042494,0.003703543086141742,0.0027292913526503,0.017966700264955508,0.002776886260509054,0.0006293255240921637,0.0012753173006778162,0.002906238728329143,0.003386961082672211,0.023396123476037183,0.025311184291637492,0.008197742697629365,0.002135637606766962,0.002596268986863465,0.018985277028920944,0.00019629235913357746,0.008602454461967687,0.00437711283495303,0.08623609708859581,0.08823662117745944,0.0031388006115656074,0.0038707594884773455,0.0026778190536121,0.0014053434929472651,0.0,0.0024936428057532813,0.002704667668441797,0.005950469951572771,0.0019893886103822572,0.003214795626487086,0.002778315277787193,0.0019930233953585333,0.0076084319212641315,0.012556963718855532,0.004442179650980656,0.002949262963625753,2.9347411117873552e-05,0.0068745868373961605,0.0024974504455987845,0.02649016858118428,0.00311163132652687,0.029883635261297413,0.0011881174449766775,0.0036686379208286457,0.010336050792966699
2017-06-28,0.004369436543378511,0.00525751106552124,0.0018758606225824405,0.006745042721046271,0.001351023939093041,0.0039031540409364437,0.03368726323962778,0.0017927095282009521,0.010929351194002587,0.010350455854424793,0.01759953769336502,0.0028410255323895353,0.012641150707331454,0.045322154049030484,0.0484872599173143,0.003153027445467428,0.012502323248477491,0.003906712219896656,0.0037045058516318586,0.004203132953853777,0.005686203005695311,0.002182010853321812,0.013742974251682737,0.011825277427106585,0.002656921701643363,0.002988651289714553,0.029496991332493377,0.0024531715386961884,0.00031390271881627274,0.0017990155410678253,0.00764376689816719,0.006418483068579388,0.003339206010103514,0.001455121346368771,0.04121761378170048,0.017641426717651558,0.0011269319778851507,0.0021224411456206853,0.001554329720347058,0.06990384808263626,0.0017397119798051091,0.017155897043297435,0.002903034784866338,0.00403361006829185,0.0053678981512311884,0.0035038326681191842,0.003341784493396299,0.0026901240327856517,3.422139615047332e-05,0.0042928367204343966,0.007706960685046094,0.023983380165082085,0.006553961981517264,0.0035046714166325887,0.0026353454643575054,0.0,0.0023133861806536784,0.003735270099021535,0.002743086581962013,0.01781289311657552,0.002780154145019244,0.0006303538630241269,0.0012985203213618833,0.002910844040421276,0.003428512195893506,0.02351959182351624,0.02520280165310765,0.008148937257873487,0.0021533896734438427,0.002559050593108762,0.019128403161976913,0.00019699397211252374,0.008480175269492773,0.004417529342581465,0.08657429339307234,0.08822312877833094,0.003126281447063687,0.0038608208493626337,0.00274035546062876,0.0014117999411774559,0.0,0.002455454377805029,0.002685273284548213,0.005940259128891769,0.001990684995168915,0.0032163323260579195,0.002778500747473882,0.001999467943384909,0.007523123045606675,0.012735013923257123,0.004542476926250142,0.0029679632005071423,2.9678360342010323e-05,0.007032118343517805,0.002517091223672606,0.02641964108917166,0.003110434488267931,0.029710898238474913,0.0011848893544773528,0.0036582381760923836,0.010467689838365811
2017-06-29,0.0043178830394691005,0.0051878595121538345,0.0018969550199662588,0.006890323875307853,0.0013857438012057576,0.003906525861504037,0.03339220173819984,0.0017746090319110403,0.010969966914275436,0.010317535393524311,0.017859753523908787,0.002814316206213233,0.012813191573214939,0.04499341471695018,0.04765730136592625,0.0031467492111365344,0.012522173996664165,0.0038595944772042905,0.0036082683135281726,0.004169172304654134,0.005693053038091153,0.002112416894337162,0.013614234525841571,0.011764899497660394,0.002632479429049603,0.0029874858200694713,0.029307590721887433,0.002477807052725036,0.00032806443230241325,0.0017901262936438074,0.007508009778547084,0.006366992291526578,0.00327441663772531,0.0014130185659304774,0.040986595386779054,0.018119891487998686,0.0011261995350214597,0.002068063872057384,0.0015567935646883548,0.07320715271913855,0.0017450441593988926,0.01708451826852683,0.0028343233683287344,0.004016553542872168,0.0052003200050975956,0.0034243482549065484,0.0033555289846457065,0.0027128647105303964,3.4720900272818865e-05,0.004329972918865567,0.007724968835812163,0.02429418020437496,0.006399162901942412,0.0033875911401992868,0.0026452998239778593,0.0,0.0022594027656323867,0.003678447646830189,0.0027285331484185383,0.017630651859337033,0.0028100780648847887,0.0006215095222457003,0.001312687466014807,0.0028911357623418515,0.003379363256855906,0.023471057815645267,0.024835672538922056,0.008059848665732583,0.002099204015143719,0.002533815100595817,0.01968652827188245,0.00019697575873852161,0.008393320347878989,0.004450443164820131,0.08645370539804631,0.08783763568091583,0.0031563672493698514,0.003768391765820505,0.0027232988933741506,0.0014083193657387254,0.0,0.0024694443853819272,0.002676142912077093,0.005879078932701247,0.002167945117240737,0.0031770026267173815,0.002826183239866007,0.001962632038001442,0.0075326111521753555,0.012983747587442017,0.004553276044157889,0.002951553987952998,2.9384359767079363e-05,0.007075187297827469,0.0024950787617590026,0.02582216762534813,0.0031266759465578037,0.029686379527097132,0.0011615768994230249,0.0036530360259396863,0.010376272565689409
2017-06-30,0.004353472834041752,0.005247626031365496,0.0019140857441644885,0.0068980396940183175,0.0013854052700187467,0.003949882732673502,0.03336540735558415,0.0018061847524232005,0.010942262895280507,0.010346858332369584,0.017726621383472283,0.002831224857864248,0.012743879782031666,0.04454941903477056,0.047934472208074334,0.0031946736541457335,0.01266400440695291,0.0038558194772358024,0.003647514899156992,0.00421079899603183,0.005656620269747613,0.002131716986567554,0.013662295943252967,0.011766722436914753,0.002665447978246422,0.0030336447476897953,0.029257967065178674,0.0024836092578064675,0.00033456315055107764,0.0018169250129744354,0.007543539443551302,0.006433917866427254,0.0032981215454160693,0.0014054298332983452,0.04095737637289266,0.018027889491062567,0.0011389882475909773,0.002091899336091468,0.0015661469131215348,0.07325585049193438,0.001770903385256725,0.016939106420698243,0.002838622973711899,0.004051129879161042,0.00525309304078759,0.003444922031103462,0.0033498360885584814,0.002677863760900027,3.427970814239757e-05,0.0043689263827897,0.007762365583705459,0.024076178318745825,0.006474903356580507,0.003387061897699159,0.0026049253456806726,0.0,0.0022899752041256726,0.0037602945614019136,0.0027644102281624964,0.01764020401624011,0.002741640491245758,0.0006237349159680575,0.0013232873819016147,0.0028938588001555174,0.0034164288993559014,0.023353474975320518,0.025300164347383074,0.00816236085690336,0.0021428498877590386,0.002554646923190667,0.019863010993142315,0.00020023219805475682,0.008391945996172294,0.004376272608206926,0.08585511166155597,0.0870153158731986,0.003201336959517158,0.0038215830304942147,0.002697858370547036,0.001428284246545747,0.0,0.0025021829810113155,0.0026401919593871466,0.005923341833377818,0.002145630102469843,0.0032325245445772605,0.0028865334756107883,0.0019874255479539094,0.0074800555707319315,0.013102214796829322,0.004628181279911133,0.002997179711278602,2.947725635322973e-05,0.006985273381973079,0.0025327030361958357,0.025967934703778072,0.003036936741533789,0.029762227283940405,0.0011613032729875807,0.003701107044012331,0.010348847144024224
