,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BAB,BARC,BDEV,BKG,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,CTEC,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GFS,GSK,GLEN,HMSO,HL.,HSBA,IMB,INF,IHG,IAG,ITRK,ITV,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MDC,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,NMC,PSON,PSN,PRU,RB.,REL,RTO,RIO,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WG.,WTB,WPP
2017-09-18,0.004370633806850755,0.005577552009756906,0.001705250994735625,0.007607767979650667,0.0016119775519407309,0.004295839758913718,0.030411527250230375,0.0016841498425299059,0.010405203297322483,0.009733944767043158,0.00204179711148775,0.01624065800485195,0.0028976305313272647,0.002212375169997817,0.014339990451004963,0.04475885287757544,0.05280277672915353,0.003115754682010394,0.012092380904302058,0.003731178278894045,0.0036662510324687175,0.004565286101066681,0.00534665690271662,0.0023885506400825353,0.012751159803342838,0.011267211486797088,0.002502115979512291,0.0025212051060718695,0.0030536702233492155,0.031720617183657256,0.0025768543966963914,0.00047490670177719125,0.0016120664162034503,0.006886613378484802,0.006098884547062478,0.002890677840424991,0.00134867488923049,0.0021720773457305593,0.036069301627331046,0.02155025457817397,0.002073402304306081,0.0016701541416293774,0.07275900689123276,0.016172441216210094,0.0028136970296661267,0.003447443643870236,0.004987324498304711,0.00393359109823197,0.002886801409807227,0.002785385717987141,3.203992863195605e-05,0.0041611130541251585,0.0075201415754561655,0.023596204571618633,0.006730871760001076,0.0032947717254225924,0.0013408028060504459,0.0025647234945775487,0.0,0.0019198737327899452,0.0037046833253947184,0.002634862055349185,0.015904582388737383,0.0035598455783259347,0.0012316855564514437,0.0023453126054554046,0.003680806192362622,0.02293126546587278,0.021778104962753324,0.007958594474777,0.0027286347300865123,0.02108553255649998,0.00018917427519721578,0.008273335732319314,0.004431835012617337,0.08792994872141403,0.08949231454802054,0.00319993456476453,0.0038754018954328304,0.0025255506930734655,0.0028162382276549188,0.0,0.0027023159155954756,0.0026682050418630377,0.005942178552494878,0.0023582801525123135,0.0031522331209980717,0.002814843439645218,0.007163081998331267,0.012299530374574237,0.006635928080176022,0.002799540989806589,3.092692336913313e-05,0.007468236639943275,0.002916852147572932,0.0268229057685134,0.003071661922258013,0.027960306153657733,0.0011047433590471293,0.00336472778119423,0.008655789296207347
2017-09-19,0.0043946193485302435,0.00559817269497637,0.0017138391279676079,0.007556075289860998,0.0016299519436007227,0.0043477521250463655,0.030504746751604837,0.0016936437048941358,0.010363549217689616,0.009957403224378186,0.0020434739426805236,0.016120189501432895,0.002879733577203134,0.0021955818019862975,0.014271556638611535,0.04475675170631491,0.05205853349702671,0.003096884824998005,0.012132728242605043,0.003708992699226699,0.0036792399499248887,0.004582373360009546,0.005321204933281344,0.002383261128931701,0.012977872135942559,0.011280914009664664,0.0025164223720667866,0.0025166201059947393,0.003035494964001823,0.031725645793182225,0.0025741621230543,0.0004771223524643468,0.0015932363882864998,0.00687469343330468,0.00626892136163674,0.002822029103156885,0.0013332706627632116,0.002141547094003076,0.03593279847070548,0.021406988054122257,0.002063621194398319,0.0016755289916073931,0.07369839813162656,0.015765466017631072,0.0027877354656008677,0.003470063006325575,0.004956930398806942,0.003948016607870479,0.002861924647089288,0.0028302141242423744,3.279222754111681e-05,0.0041270097048480454,0.007530072173149369,0.02355359903701706,0.006706320284435397,0.0032913293783949776,0.0013185773237573506,0.0025381434289668704,0.0,0.0019264939588224715,0.00378910247287674,0.0026049740296991072,0.015731253072403723,0.0034894927546009406,0.0012118566340553008,0.002355247419396409,0.0036724507565780583,0.02292693071294205,0.02173290667499956,0.007930876652536908,0.0027211732825633923,0.021184383520158678,0.00018827946843753132,0.008246109046710318,0.004409740354148935,0.0879005096634439,0.08966934094218272,0.003224811611176312,0.0038521742345301213,0.00250070701166058,0.0028261380384201045,0.0,0.0026742636584802535,0.0026212523276767257,0.005944790383071509,0.0023405591557224847,0.0031908723118476948,0.002816656367661608,0.007155598076505892,0.012323267237128812,0.006723329329185552,0.0028141261736855366,3.084510061073838e-05,0.007466557370524032,0.0029338998518901333,0.0269520994558708,0.0030235569159733585,0.028227730731130846,0.0011178982307562986,0.003365814223621273,0.008558190985871076
2017-09-20,0.0043966974561921775,0.005617547877896726,0.0017063349882178807,0.007534604628908811,0.0016032426137896347,0.004358012816192495,0.030457334874592786,0.001703967932039684,0.010348819877378285,0.010002033830533111,0.0020737249377878416,0.016101129972850837,0.002916472602067315,0.0022085363950891017,0.01430485930427135,0.04508450313621198,0.05128838501206996,0.0030936890603519614,0.012066944571133088,0.0037076494747480516,0.0037112741904151586,0.0045074327980344124,0.005382672233997493,0.0023477902101970965,0.012833420474565411,0.011252655618306493,0.002524276900674009,0.0025434763082984825,0.003024335195257977,0.031282710192457625,0.002560831913022603,0.00047058626118020344,0.0016151491611107053,0.006952788509442926,0.006291088185069822,0.002855213546154761,0.0013413667280658499,0.002177502275791093,0.03566478091528415,0.02137182620831804,0.0020564808885466363,0.0016823698690939097,0.07339592486777155,0.01580257454447863,0.0027609430966564928,0.0034502094988205128,0.005064770668203372,0.003916287634274896,0.002867531002162815,0.002902211032296675,3.3959879765147435e-05,0.004123752148367948,0.007582698160433305,0.023622057088685137,0.006678700530285442,0.003323048738304177,0.001309034143002154,0.0026176045220625485,0.0,0.0019571832785011288,0.003721234819631459,0.0026588574787003356,0.01574370570464944,0.003481197161243572,0.0011951222879404973,0.002349045153069282,0.003723720986091063,0.022924232364428337,0.021660094386446782,0.007876833068613646,0.002699159577924942,0.02104950344384311,0.00018801036167529172,0.008270132599983451,0.004416513835863603,0.08853084688863344,0.0905819945230764,0.0032234628419339647,0.0038380350903895995,0.0025613446358110806,0.002831663980398932,0.0,0.002670089777501241,0.0026169055617311773,0.005835336118542899,0.0023597375985810196,0.003190817237178487,0.0028694027183256655,0.007174829468688008,0.012216324256792763,0.006685800785405478,0.002841652250350805,3.1055100295584846e-05,0.007592377877259798,0.0028588089349945696,0.026889333941859366,0.003013756502940347,0.028245091010919633,0.0011227978816746235,0.003326335480933181,0.008501825525997328
2017-09-21,0.004367847422326879,0.005650800923769641,0.0016949271956088804,0.007660365843954808,0.0015801071468585582,0.004311310587088631,0.030472956037300738,0.0017728607611523887,0.010280952003954092,0.010003660155472525,0.0021456924182586016,0.01600502652647007,0.00296392609567324,0.00222153483189546,0.014189354202364895,0.045539588474937755,0.05075799393777218,0.003083944649281989,0.01209297407816347,0.003692047834019654,0.0036733414191826314,0.004462949624066173,0.005348172521409346,0.002334243896737461,0.012514742077439455,0.011672136019966894,0.002513237263240545,0.0026146422101936987,0.0030096234932814733,0.030718366306136783,0.0025585100928837874,0.0004709205222830322,0.0016088682207454096,0.0069671517062979095,0.006262950180526542,0.0028553683711254768,0.001312659918134056,0.0021479920900355576,0.035826352953610106,0.021071672795389174,0.002038119712282548,0.001683656519085192,0.07335914177639635,0.015693641056178733,0.002771673767697569,0.0034712976503251756,0.004965482991126054,0.003920200587052694,0.0029418278174593183,0.0029168363638972395,3.4433714100254075e-05,0.004083018139534321,0.007586703422422251,0.023506937492286967,0.0066238834010162026,0.0033249982009357333,0.0012931286806420008,0.00266733178349311,0.0,0.0019311381444193194,0.00368591501013303,0.0026537840818259208,0.015647391203560186,0.003534804393976136,0.0011803023802417984,0.0023516522421928735,0.0037617265658986512,0.02328056719369686,0.02163349639587776,0.00783801669121418,0.002694682834905753,0.02077145226177126,0.00018853767728174408,0.008315695922208401,0.004465822736278135,0.08934392020047419,0.091207408686695,0.0031882196209555573,0.0038901047440045165,0.002569177127549464,0.002749780911546403,0.0,0.002668384089666341,0.0026235474894143445,0.005792116725518492,0.002362970912911288,0.003178845011256812,0.002827364605766045,0.0071399279296519,0.012170461763078464,0.006712269439883902,0.0028025034390295506,3.0591901012195144e-05,0.007555033002611277,0.002879198730511779,0.02655623017979286,0.00301526747861751,0.028280711270736832,0.0011229704578467883,0.00336725131784769,0.00871667134319701
2017-09-22,0.004304422800734858,0.005636187698789532,0.0016763123736454784,0.007668096694153694,0.0015547870034645134,0.004353152540319183,0.03075364671072498,0.0017488880873753393,0.010319584998262889,0.010077557273988328,0.0021317637507501453,0.01633421878041451,0.0029049417592107345,0.0022097728122886517,0.01415583735920027,0.04583774679531453,0.05052094077964633,0.0030945853274251893,0.011913682140123684,0.0036405784239479646,0.0036882186295041255,0.004495468150539642,0.005289739014443826,0.0023216618302186395,0.012512944274652283,0.011472714275069558,0.0025392685046757993,0.0025823193676734603,0.003008543701166419,0.03079804379467353,0.002538983921215704,0.00046523416231339566,0.0015775330052722409,0.006965341958907602,0.0062673096167958076,0.0028505056400097498,0.0013214906598865588,0.002131445793835225,0.03601281886454632,0.021139790974633775,0.0020398258327952432,0.0016807195578899348,0.0726791663231918,0.015600641243273625,0.0027661440023295882,0.003480237796676489,0.004903141884369664,0.0038933950911609195,0.003026924129564997,0.0032803239008826275,3.2994352214175146e-05,0.004073260997396411,0.007617847265066075,0.024139002406381345,0.006579716501572463,0.0032819786610395305,0.001256731893764409,0.002635160449974923,0.0,0.0019441059677474258,0.0036997656665269532,0.002639318122146749,0.01571826247844761,0.003555036785208685,0.0011674279093214378,0.00232289061808637,0.0037024498555066135,0.023054413500528288,0.021419266769591532,0.007793856434779726,0.0026700355960221833,0.020762995822392702,0.00018766655827809773,0.008196112452451396,0.004559015415467383,0.09002044158297524,0.09194945104546758,0.0031580569287664234,0.00384782684582365,0.0024788651962271142,0.002779390255239636,0.0,0.002637896619414064,0.002569887845119422,0.0057627963312894695,0.0023486222172177016,0.0031128151037619805,0.0027885337458641566,0.007122180382061106,0.01214556649025782,0.006738733094986498,0.0027924987764840464,3.0086697605288734e-05,0.007440216813699301,0.002866485232938769,0.026090048645289025,0.002968964654629948,0.027954405554963202,0.001150806811763197,0.003337427203426336,0.008732083432867138
2017-09-25,0.004321876004821714,0.005630579945025713,0.001683364911718719,0.007637696221679971,0.0015847581681837245,0.004339907577440986,0.03133978915725968,0.001762962648008638,0.010270885722412294,0.010117912505987097,0.0021469021006358113,0.016287083130385214,0.0029281109862508152,0.0022274532837272022,0.014163270917316005,0.045695278328846595,0.05086688684024345,0.0030928901898551664,0.011882688780160225,0.0036398906084015503,0.003697927476715134,0.0044506849835119055,0.005309822357378302,0.0023476621561350866,0.012572956377962071,0.011313274717098231,0.0025011002401796236,0.0025827128315461475,0.003002840645650234,0.030671637490812836,0.002520847092391026,0.0004617726725336632,0.001555695973109977,0.007002780775057508,0.006316559383443592,0.002844945450671173,0.001322659067028601,0.0021299538045421334,0.036002171990271635,0.02139632825371609,0.0020358653400241247,0.0017092809675266043,0.07270889636993488,0.015478948802743862,0.0027551664963879,0.0035204908367760398,0.004871675758532468,0.003911797255365393,0.0030144469584337838,0.0033692258992364093,3.238850288138029e-05,0.004062506748040308,0.007611307790959603,0.0237793159149376,0.006545190146049788,0.003298939515512489,0.0012667649148231754,0.002637258735296482,0.0,0.0019444397772069375,0.0037078522849008123,0.0026291061493536193,0.01560935468131328,0.0035660930906723336,0.0011671742553202315,0.0023508362053025014,0.0036864688705162667,0.022971573725067446,0.02164581640424184,0.007776324682945643,0.0026757309959550752,0.02094082623901696,0.00018784140821218953,0.008198912559432765,0.004504582806671036,0.08978142242951112,0.09192841436620212,0.0032144154892938524,0.0038622845760929512,0.002441991979063584,0.0027909046268815682,0.0,0.002645470573270963,0.0025719700361419985,0.0057618509412271784,0.002347469991764953,0.00301888943786836,0.0027529732758792063,0.00711376038586184,0.01192821741113457,0.0068779492491197695,0.002769394517194396,3.0304903048766763e-05,0.007403080685708291,0.002848527909551344,0.025924112398796863,0.0029395366281986727,0.027855926075940042,0.0011817512519238249,0.003370982235077719,0.008841475767539188
2017-09-26,0.004346202769351685,0.0055783469594094925,0.0016958896695359973,0.007418029372300619,0.0015359170275599159,0.004256198574635985,0.03146188323827705,0.0017807143383658309,0.010198632038500995,0.010134526333216001,0.002106370886125319,0.01613877973333989,0.002911731625423933,0.002219341280142938,0.014050888302224519,0.046511438741753466,0.05051222912204471,0.0030936507317022833,0.012038881259847627,0.0036615531779685398,0.0036865278561712704,0.004363657640672691,0.005307487286481448,0.0023229247792885058,0.012605414691150361,0.011257404439088863,0.002497402068255092,0.002612373903787979,0.003012637700781458,0.030602252197907638,0.0024769412207365227,0.000452776593278418,0.001544378352881083,0.006939137884694071,0.006295749814236949,0.0028774788464310387,0.001333345384866314,0.0021047547657588287,0.03620880903661894,0.021131335222467965,0.0020333548391228873,0.0017239623089558085,0.07225378517223076,0.01540966637959016,0.0027632318226626486,0.0035226087679847734,0.004860808807555198,0.0038837982664606066,0.0030321790758367296,0.0033270433250133517,3.2452838293025674e-05,0.004098346586020726,0.007520409897557885,0.023407733139430734,0.006502489310065608,0.0032914648957767818,0.001226350189797405,0.0026481879518145224,0.0,0.0019024256256184313,0.0036927838584004564,0.0026120559927196984,0.015663460329745287,0.0036071257285398626,0.0011579002196162808,0.0023742110811495313,0.0037048384292506682,0.022506141532651458,0.021613970432912,0.007795527796689235,0.0026948413008281366,0.020640162254985134,0.00018758410512454877,0.008095531016012548,0.004494150887412654,0.09096586921608205,0.09325030620318274,0.003133464288381148,0.003804314652101688,0.0024564244089773685,0.0027763740948347285,0.0,0.0026348202722216744,0.0025982758492637784,0.0057833423075052,0.0023336313643177063,0.0030313058040721324,0.002731557611374029,0.007172191447675333,0.011853617288629877,0.00680527873814345,0.0027658050630254036,3.03257339219658e-05,0.00737824049936628,0.00285962054829522,0.025981389444160567,0.002942429054827757,0.02785006422641475,0.001212602421902336,0.0033888077994563464,0.008695362628758677
2017-09-27,0.004303570266106107,0.005506661003509218,0.0016771965751457341,0.007435898246842445,0.0015484915836311286,0.004282933902109976,0.031027520009505188,0.0017790277399288446,0.010125097308057378,0.010048165108615106,0.0021041457608324955,0.01611529337674279,0.0029369817969280023,0.0022124920254802424,0.013982404991292312,0.04622577829180152,0.051155484940225426,0.0031149491306373235,0.011972105501993083,0.003691059036393736,0.003645053359700373,0.0045507777079293234,0.005315167880267364,0.0022965698827493797,0.01251393724959157,0.01129914927090211,0.0024924636591660706,0.0026036181520287865,0.0029784098793309613,0.030357741626554028,0.0024584523522026133,0.000463565081032535,0.001564335191761368,0.006956186725445143,0.006292245911110907,0.0028729775660554274,0.001305492527542066,0.0021131955842263687,0.03621279427985879,0.021141916400957843,0.002019394769022766,0.001742337349957205,0.07255238562763637,0.015623691796954574,0.0027466988242126843,0.003550737095339852,0.0048333232848924755,0.003890183120167519,0.0030451415213471568,0.0032820768003563074,3.230349425114034e-05,0.004131136265531493,0.00747133793464662,0.023170918614552814,0.006484425293968876,0.003254483726664217,0.001205848628558016,0.0026483296557052688,0.0,0.00191801328061536,0.003657263451231586,0.0026218077973017614,0.015483508228879197,0.003554035234167961,0.001178823414210578,0.002379062219277607,0.0037068997026260446,0.022332948284396047,0.021571746731965318,0.007773230187427242,0.0026869680412360685,0.020635546358826362,0.00018569515059607407,0.008013167294216972,0.004578837765337985,0.09158290340885936,0.09371846886951436,0.0031568037942755088,0.003763326528851409,0.00249368522975158,0.002765068640153911,0.0,0.0026463280922449585,0.002575949481971978,0.005731185874173264,0.0023255683793636773,0.0030343483453172102,0.002713694410452041,0.007095945383742575,0.011927094010481544,0.006759492413919977,0.0027447822435862053,3.0615884040547815e-05,0.007446260424497717,0.002833367798635192,0.026011242253049696,0.0029187804614598492,0.027873987009418462,0.0012054661519271402,0.0033593989150035113,0.008644622165039665
2017-09-28,0.004264951197677658,0.005515328260269202,0.0016795891165016256,0.007418935235298022,0.0015506080810770955,0.004262742119361255,0.030842462595120423,0.001795514335333664,0.010146334207010513,0.01002118971576293,0.002086399242684897,0.016233413027348775,0.002950942811413056,0.002270312885296114,0.013734804217968851,0.046231044751131836,0.051534706565234074,0.003093667769110028,0.0118951506332653,0.0036545920779920238,0.0036443580713630334,0.004493484846505202,0.005243603649396204,0.002274790126932246,0.012403540788465896,0.011327916769086219,0.0024830748864383707,0.0026515226914152396,0.0029748742301915774,0.030444322374547608,0.0024239190294492695,0.0004680283530032293,0.001588649350645513,0.00694765845734885,0.00631745316116557,0.0028420702937760386,0.0012745323563907276,0.0021176959475678677,0.03630232572904967,0.0207084804337819,0.001989318820275476,0.001733192141218222,0.07339496745385737,0.015749191058264708,0.0027291262739643947,0.003549546880622226,0.004952312611150978,0.0038526505042304764,0.003051930457829843,0.003269140612281687,3.21114798129057e-05,0.0038322092682364097,0.0076090098020405,0.02404643288082394,0.006494568272305616,0.00325503131533099,0.001192376315045307,0.002666090665138916,0.0,0.0019351461271792287,0.003623159355996725,0.002587887285976393,0.015155329971760353,0.00364055956432595,0.001167023811693735,0.0024619733377133487,0.0037339277166430524,0.022934865849361216,0.02148665771548399,0.007677284332106171,0.00265463070956744,0.02030773528194944,0.0001838784617981896,0.00790189698912927,0.004575321147350619,0.09140935666600346,0.09333592158228243,0.0031432415850426755,0.003734607814160042,0.0024827113395116326,0.0027674178185285742,0.0,0.002636343837719522,0.0025393265561694496,0.005711638553119786,0.0023211614998861242,0.0030325315945417017,0.0027389852132990414,0.006972459965777621,0.012115785816733334,0.00681716763026548,0.0028060995695374283,3.0931714152256116e-05,0.007526634994725504,0.0027708229435768577,0.0258131813673466,0.002857127319823811,0.02771492832893131,0.0011917313452539011,0.0033539394290517796,0.008634470652716936
2017-09-29,0.004287996206155192,0.005527056932533126,0.0016683631193095967,0.007536770748377536,0.001581521572357531,0.004339807303020966,0.030898378732117416,0.0018195422205727306,0.010335028984229503,0.010061757985509555,0.002082908008705362,0.016336383547079066,0.002963721928250765,0.002274436786051111,0.013803402055892346,0.046555156195785985,0.05082789397896786,0.00306873955803642,0.011793161168059528,0.0036936663556423506,0.0035968268185629423,0.004425381003028663,0.005212171622724465,0.0022851808670189596,0.012453989963992681,0.01164012464050073,0.0024980481937448033,0.0026359146443317894,0.003010187948403728,0.030537702795190295,0.0024563490177614234,0.0004780946484552335,0.0015694884307799611,0.006969020277972164,0.006502930147080509,0.0028473400551550674,0.0012817223538813098,0.002134485040820446,0.03598924295133993,0.020774012901912126,0.001990412170126032,0.0017082662782416918,0.07282913322237315,0.015106307662731465,0.002712644138098975,0.003616947037640206,0.004916316928990721,0.003935760051447454,0.0031327140260576946,0.0032866060756154766,3.201678842476546e-05,0.0038097860839727744,0.007556767961819596,0.02369544224999933,0.006519410985646761,0.00319406369758567,0.0011952487742571784,0.0026797299421499354,0.0,0.001975016451559171,0.0036239667151827712,0.0026008962587994945,0.015117628347098276,0.0036357362711798118,0.0011782551712973535,0.002458409384522431,0.0037520353703422125,0.02298561347678534,0.02123935240206931,0.007731343716585576,0.0026993436964663923,0.02051402281783498,0.0001847852457348634,0.008093943060751146,0.004594102712805954,0.09199922521823685,0.09375782343312203,0.003141143712604259,0.00375573984892226,0.002463564366721817,0.002796466070001172,0.0,0.002622918027674978,0.0025288667304520173,0.005781002752813689,0.002320570999677307,0.00307665926811455,0.002729260097148092,0.006936660491220352,0.012011456994024691,0.0068640079635333764,0.0028144738817879734,3.121823292859104e-05,0.007439336984389658,0.0027601409101692042,0.02592721336144935,0.0028676054680747123,0.02730085904285436,0.001209236876375879,0.003355365105484587,0.008453251278713228
