,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BARC,BDEV,BKG,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GFS,GSK,GLEN,HLMA,HMSO,HL.,HSBA,IMB,INF,IHG,IAG,ITRK,ITV,JE.,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MDC,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,NMC,PSON,PSN,PRU,RB.,REL,RTO,RIO,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WG.,WTB,WPP
2018-01-04,8738889830.906143,9854728563.016678,3575311198.2471447,16631945829.468603,3315409152.0746903,9736668643.02048,65184492384.4224,3270524977.757796,20237783864.189377,18188108761.95866,34687434856.74882,6357333626.025888,5106925978.456651,32843145493.3062,103448469261.7152,107416850309.47638,6642239518.0052805,22426629180.18757,6705637922.697421,7166756428.11513,9092098689.368101,7914126264.520012,4348105664.53256,24625497548.71225,22911571185.748566,5924477292.132722,6281164103.0088005,66908382740.86876,4968823749.999999,1160735067.0656,3916591353.8199005,15201683045.4176,14211563183.581318,6852218856.4068,2569728483.7723045,4228568074.402979,65083437959.291855,47615787964.26,4670846220.75792,3992444290.9850883,4699473045.5199995,152983494810.33997,29822839318.839493,5875866305.983962,8647733990.584335,10853264989.560757,8326828710.1112,6110148488.526629,4700973944.9600315,6065995709.862,73558160.2953379,7143968631.3997755,15741540002.9943,48057747804.967,12916529293.60962,12983796831.074177,2354476576.4922,4682208035.3247385,0.0,4058201947.153189,7012178559.851124,4947308237.818801,28183168899.96115,6549346338.80688,2674099996.26,5895946809.743256,8141688477.0198,48831732287.157295,43845417319.51095,16106899116.000002,5567284243.916851,46800174390.78603,413962567.64699197,15699759921.224785,9548045137.440199,207324535080.43243,209616318334.38116,6296535953.597761,8616708745.964205,5034362539.85685,5961997697.104879,6157509981.45558,5749431113.801732,4976573072.314,10906180429.830873,5079306071.682445,6002278254.310861,5777660485.71432,13171990032.838001,25889965701.8034,13685943475.902971,6119690442.70416,67605836.49984032,16955814077.680893,6819293876.99428,48602935628.56512,5432020855.2,62394018729.65649,4418282576.092896,7241887325.3265,16216981778.334118
2018-01-05,8832474001.294945,9993429879.878279,3470563942.5038395,16615365696.554493,3300617223.1869106,9717378561.5088,65600483149.9776,3253181976.2011676,20158201544.62906,18124735560.69748,33785052688.348316,6411919747.316511,5143447499.16075,32830531303.512318,103370394945.29128,108629920854.22679,6738098657.17072,22589171186.88285,6744871299.13446,7285282767.673351,9067803256.07688,8156907994.073341,4364589637.14452,24672702975.323204,23061865748.92038,5961755594.718,6356942222.214001,66858339073.897285,5013563500.0,1164499613.2290561,3920482007.482635,15322478815.338398,14381074938.408453,6938262700.494099,2558719293.5526447,4248637948.4326406,66123140536.42596,47323517142.996,4759393068.544801,4013409864.9062405,4741061302.559999,152464297464.68417,30208787550.9574,5943367151.751781,8640367292.345997,10843466676.29904,8428259436.690399,6122687638.16594,4751358261.91748,6129223081.442999,73148905.52356297,7249145972.518912,15840653403.013155,48064808890.451126,12947537232.69804,13126135735.837349,2330648856.553,4756505474.950927,0.0,4101554777.9866877,6976005340.558625,5007342989.468736,28471689009.686207,6695561737.27224,2724456424.7609997,5907195549.909024,8212640010.5886,49410612148.30643,44814955906.585144,16125721084.0,5638008701.738595,46483203436.678116,417527270.702464,15787468077.20928,9489657811.06017,207078986874.65222,209780017138.23465,6312680917.581346,8696453174.078428,5011488525.8385,5997355491.97616,6178908799.8099,5820877271.929749,5023521874.883,11149021823.099476,5110874513.406972,6067072229.578199,5758962555.33984,13415165233.44424,25968459786.801285,13679534692.26032,6154125999.857639,68547060.33973248,16835389261.788277,6825880445.45242,48859620255.441605,5554271887.2,62791770655.2599,4457073467.893536,7229217190.040999,16469027363.213459
2018-01-08,8611615359.177376,9889403892.232079,3499299915.3183746,16859922657.037642,3341631207.8303003,9741491163.3984,64957588330.4832,3241315711.9782124,20142285080.71699,18124735560.69748,33941103740.026596,6310545522.062495,5137360579.0434,33335098895.26712,102940986204.95961,107646350142.267,6796013553.749842,22334938817.436386,6699099026.62458,7234193828.2086,9002392474.13898,8095514913.036868,4366421189.6569605,24334397417.94472,23003417863.24245,5985715530.857278,6348522431.1912,66745740823.21146,4981025500.0,1164185901.048768,3954201005.8930054,15331770797.64,14222176235.264904,6879596443.161851,2582572539.028575,4420003795.916659,65753900368.84563,48108994975.143005,4744635260.580319,4004424618.9400325,4683877449.129999,151365995387.33542,30161139621.066303,6058612498.184641,8629325994.03628,10820603945.355036,8374374363.1952,6074322346.70003,4712691227.973392,6104315329.002,72675031.57729724,7345497243.054624,15799842003.00539,48057747804.967,12899302660.78272,10904552284.784016,2376815063.9351997,4712537106.229754,0.0,4159986854.3274903,6930788816.443001,5045142647.914992,28347100780.48675,6803154200.29392,2748766424.7269998,5847737923.318535,8123950593.627599,48986100250.1304,44546367514.22,15998672800.000002,5636195254.102141,47398897304.101,415607815.211056,15871521726.694422,9572086977.714329,206710664565.98187,209534468932.45447,6262227905.132644,8644727058.544878,5011488525.8385,6020927355.22368,6237755550.28428,5830800349.447529,5002394913.72695,11144685369.648249,5057599454.211799,5988534077.739,5670147386.06106,13470892883.583172,26014248003.05005,13820248072.85092,6119690442.70416,67703204.48327744,17204692030.525646,6858813287.74312,48847681435.58688,5514879888.0,63017163413.101845,4433798932.813152,7160436455.634,16339930844.128918
2018-01-09,8598513575.322945,9854728563.016678,3541940391.107684,17378051810.60364,3361802019.95,9876521733.98016,65096251919.0016,3217583183.5323,20540196678.518593,18143747521.075836,34229458944.214733,6271555435.426335,5161708259.5128,33776595538.052567,103058097679.5955,108400421021.43617,6845940188.731841,22805893862.476562,6614093377.677661,7262803634.308861,9194887060.9848,7891801507.779476,4359094979.607201,24413073128.962975,23078565144.828365,6005673460.2986355,6453769818.9762,66558077072.068405,5056947500.0,1188341738.930944,3910106931.048675,15517610443.672003,14550562355.402227,6883507526.984,2579820241.47366,4407653104.2060995,65433244433.84165,48492600428.051994,4818424300.40272,3990946749.9907203,4720267174.039999,153023433067.69806,30237376308.892067,6173857844.617501,8645896165.605778,10843466676.29904,8358525812.167201,6081487575.065351,4645902714.79724,6169458681.54,73428921.94635634,7332993643.06144,15805672203.006504,48297824711.427315,12813169496.64822,11189272268.800665,2367879668.958,4826251158.280155,0.0,4082705721.102557,6976005340.558625,5165212151.214865,27891370152.625587,6924540568.831199,2792177138.952,5931299993.121385,8026392234.970499,49089012225.4458,44860812461.379196,15942206896.000002,5621687673.010499,48062188374.73424,415333607.2837119,15838631168.200237,9633908852.70495,207488233884.2859,210271113549.7951,6276354748.61828,8677055880.75335,5165368256.5074,6110163694.66072,6288577743.87579,5828815733.943973,4842768984.99235,11088311474.782324,5051671755.547369,6057254960.598301,5815056346.46328,13273313033.090601,25929212744.302338,13913021512.91811,6176263143.742021,67800572.46671456,17212720351.58515,6861008810.5625,48758140286.676476,5312486512.8,63109972195.74264,4436384992.266528,7136906204.3895,16475174816.503199
2018-01-10,8856805885.596033,9851261030.095139,3533597689.322819,17620536254.47253,3410548149.239275,9900634335.869759,64743290057.3184,3161903020.6399674,20890358884.584,18308517844.354904,34127686519.20715,6181878236.163169,5131273658.92605,33625225260.526134,103546062157.24512,108520635219.56459,6736101591.771441,22739209962.29388,6555243313.0221,7273021422.20181,9456530188.7364,7841570805.11327,4360926532.11964,24334397417.94472,22953319675.51851,5904519362.691366,6500078669.601599,66282836903.725266,5079995249.999999,1176420676.08,3836184511.4567103,15578008328.6324,14550562355.402227,6629287078.5442505,2600921189.394675,4359794173.82768,64665613559.135155,49363323916.40101,4759393068.544801,3926552487.2328963,4708570476.747499,158854418641.98593,29860957662.752373,6147516051.147133,8651425913.770338,10735685230.420164,8269773926.4104,6025957055.234118,4497093220.527569,6000852357.324,73601239.74499843,7232964843.115968,15910615803.026463,48707367669.50667,12747708291.906,11534933969.556204,2293418044.148,4912686614.698242,0.0,4033698173.2038198,6862059699.78725,5102953890.24456,27491376364.14312,6952128379.8624,2780022138.969,5842917034.6760645,7902227051.2251005,50697011839.748924,44454654404.631905,15796336644.0,5619874225.374044,48003490049.89944,415150801.998816,15330654764.79003,10076965623.471058,209288920726.6742,212358273298.92694,6308644676.585449,8612398236.336409,5279738326.59915,6091642944.96624,6259154368.638601,5705769572.723501,4807557383.0656,10893171069.4772,5055627089.361022,6133829658.64152,5791683933.495181,13222651532.964302,26776294744.904552,14034564514.490297,6186101874.357299,64976900.94703807,17012012325.097454,6887355084.39506,47820942928.080956,5220119066.400001,61678065263.570335,4385956832.925696,7059075373.35,16315341030.969961
2018-01-11,8881137769.897121,9771507772.89972,3528962854.9978943,18248508788.59452,3449208872.4687004,9997084743.42816,64692866934.2208,3219408762.6435237,20977899436.100357,18562010649.39962,33262620906.642754,6014220863.62768,5042404625.21274,34226501640.700607,104034026634.89473,110378491008.82199,6654221910.400961,22576667955.598602,6702368474.661001,7273021422.20181,9430365875.961239,7894592102.372043,4397557582.36844,24271456849.130123,22594282663.496944,5904519362.691366,6529547938.1814,66570587988.81128,5101687250.000001,1201203938.322752,3985326235.1948853,15480442514.465601,14412864414.170506,6574531905.03415,2605508351.9862,4382951720.784979,64646179866.10461,49533815228.805,4770461424.51816,3859163142.486336,4691675247.325,158954264285.3813,30270729859.81583,6140930602.779541,8739844140.687883,10908788764.710482,8253925375.3824,6009835291.412151,4709176043.069385,5943372928.614,73644319.19465895,7152059196.101248,15875634603.019808,49307559935.65744,12571996637.07162,11595960457.020592,2242784139.2772,4566976731.175349,0.0,4052547230.0879498,6880146309.433499,5029578082.672416,27697930533.60537,6845915307.392281,2747029996.158,5810777777.059584,7813537634.264099,50722739833.577774,44546367514.22,15636349916.000002,5634381806.465685,48901574419.871864,413048541.222512,15480489531.263544,10193740276.231121,210393887652.68518,213381390823.0112,6357079568.5362,8705074193.33402,5169527168.1470995,6081540717.86016,6261829220.932891,5685923417.687941,4779388101.5241995,10901843976.37965,4954983461.410907,6155427650.3973,5833754276.83776,13354371433.29268,27126247540.52013,14156079530.10772,6097553298.81978,63776029.1513136,16241293503.384686,6926874495.1439,47856759387.64512,5216044032.0,60577618269.400856,4420868635.546272,6943234136.454,16278456311.231518
2018-01-12,8896111237.159328,9795780503.3505,3498372948.45339,18323119386.708027,3469379684.5884004,10151405395.521599,64692866934.2208,3240402922.4226003,21232562858.693375,18682419731.79586,32991227773.289223,6055160454.595648,5021709096.81375,34634360444.035736,104385361058.80243,108586206600.36191,6720125068.577201,22914255200.273415,6672943442.3332205,7320023246.50938,9419152599.0576,7989472318.519321,4395726029.856,24397337986.759327,22577583267.58896,5868579003.70896,6483239087.556,66082662235.839355,5029832500.0,1176420676.08,3967169851.4354553,15578008328.6324,14513503613.264917,6617553827.077801,2635783625.090265,4429266814.699579,65734466675.81508,49631238835.893,4748324712.57144,3865153306.4638085,4713769008.8775,158095591752.18137,30113491691.175205,6142576964.871439,8804306949.81628,10921853182.392767,8260264795.7936,6018791826.8688,4677539378.933311,6062163747.948001,74979782.13413507,7166769313.740288,16015559403.046423,49780652663.09395,12747708291.906,11580692869.787014,2252464150.5024996,4688277043.720687,0.0,4288160441.139575,6957918730.912375,5071824759.759409,27615964593.342575,6883158852.284399,2693200710.519,5809170814.17876,7825362889.8589,50774195821.235466,44559469387.0183,15612822456.0,5639822149.37505,48954402912.22319,415150801.998816,15728995973.219614,10386074998.424158,210639435858.46542,213053993215.30426,6326807761.066981,8743868779.984186,5254784856.760949,6103428876.59,6259154368.638601,5701800341.716389,4730091858.82675,10984236591.952925,4962872920.8140135,6487251341.91792,5922569446.116541,13384768333.368462,27243988668.016964,14108111603.629541,6112311394.742701,64214185.07678065,16450029850.931892,6968589428.71212,47564258301.20448,5201102239.2,60816269424.76291,4473882854.340481,7060885392.6765,16653450961.905659
2018-01-15,8802527066.77053,9806183102.115118,3464075174.4489446,18482703166.00635,3491231397.7180758,10165872956.65536,64667655372.67199,3194763444.6419997,21081356451.528767,18739455612.930927,33167633309.969017,6008372350.632255,4991274496.227,34899258429.707,103975470897.57678,109613491566.1866,6712136806.980081,22980939100.4561,6686021234.4789,7238280943.365781,9400463804.218199,8009006480.66729,4353600322.0698805,24098370284.889977,22485736590.095074,5840629664.594155,6466399505.510399,65557203732.63881,5002717500.0,1180498934.423744,3921778892.03688,15447920576.41,14804829736.737434,6672309000.5879,2620187272.27908,4477125745.078,65734466675.81508,49874797853.61301,4726188000.62472,3848680355.5257597,4729364605.267499,156737691002.00473,29984842280.469234,6140930602.779541,8817203221.238222,10686693664.111584,8222228273.3264,6160305087.08387,4628326790.2772,6148382891.013,74742845.16100222,7201338090.192033,15992238603.04199,49851263517.9352,12661575127.7715,11240091686.1226,2230870279.3076,4654913468.617697,0.0,4346592517.480378,6983239984.417126,5087389325.001985,27606128680.51104,6902470320.006239,2632425710.604,5860593626.365127,7742586100.6953,50529779879.861404,44349839422.24551,15499890648.0,5599926301.373039,48983752074.640594,415516412.56860805,15633978804.236414,10307080380.38059,210107414745.9416,213545089626.86465,6288463471.605969,8733092505.914696,5217354652.00365,6150572603.08504,6227056141.107121,5677984955.6737175,4755913700.239699,10910516883.282099,5008258520.60608,6569716401.349079,5941267376.49102,13475959033.595802,26691259486.156837,13983378203.213408,6114771077.39652,64165501.08506207,16690879482.717134,6972980474.35088,47755279418.88,5182085412.0,60458292691.71983,4366561387.025376,7059075373.35,17114509958.63616
2018-01-16,8881137769.897121,10024637676.172138,3488176312.938555,18188405806.78087,3393739139.139525,10296081006.8592,63646587129.9456,3256833134.4236164,20961982972.18829,18783816853.81375,33822369244.18443,6027867393.9503355,5015622176.6964,34058312443.448997,101164795506.31508,110006919850.9705,6802004749.94768,22839235812.5679,6695829578.5881605,7295500555.5663,9344397419.7,8048074804.963227,4278506669.05984,24066900000.482677,22377190516.693203,5885886253.389358,6474819296.533199,65094299813.15261,5004073250.000001,1172969842.096832,3965872966.8812103,15466504541.0132,15101449464.41857,6617553827.077801,2529361452.966885,4461687380.4398,65831635140.967804,49405946744.502,4755703616.553679,3859163142.486336,4793046623.86,158355190425.00925,29860957662.752373,6152455137.422826,8924028744.779999,10755281856.943596,8288792187.643999,6058200582.87806,4723236782.685416,6322737158.1,74376669.8388878,7330787125.415584,16038880203.050861,49773591577.6098,12744262965.34062,11341774803.981287,2234593360.5481,4703433593.635831,0.0,4416334027.951659,7006752576.95725,5102953890.24456,27586456854.84797,6952128379.8624,2693200710.519,5772210667.919808,7748498728.492701,50581235867.519104,44356390358.644646,15570473028.0,5621687673.010499,47504554288.803635,417984283.9147041,15597433739.242874,10258996699.832329,208102104398.73648,211949026289.29327,6264246025.630593,8679211135.567245,5327565810.4557,6179195579.885599,6267178925.521471,5721646496.751949,4800515062.68025,10880161709.123524,5063516548.76413,6563826039.96114,6006710132.801701,13506355933.671581,26733777115.53069,13945009459.221819,6129529173.31944,64327781.057457276,17003984004.037945,7019086453.557858,47635891220.3328,5237777548.8,61267054940.4468,4406645308.552705,7142336262.3689995,16979265986.261879
2018-01-17,8890496186.936,9906741556.839777,3478906644.2887044,18186333290.166603,3376930129.0397754,10349128731.016321,62909148954.643196,3240402922.4226003,20969941204.144318,18764804893.4354,33673103020.83998,5944038707.682591,5026578632.90763,33785004997.91515,100774423924.19539,109351206042.9973,6843943123.33256,22422461436.42615,6735062955.025202,6617039439.474421,9250953445.503,7947613399.630816,4322463929.358399,24011827002.769897,22218546255.567394,5900517226.058163,6394831281.816599,65507160065.667336,5046101500.0,1170460144.6545281,3929560199.3623505,15443274585.259201,15069659988.656519,6539332150.634801,2550462400.8879,4446249015.8015995,66035688917.788506,49564260106.02,4822113752.393841,3812739371.660928,4782649559.599999,158315252167.6511,29279652918.080956,5803426373.940451,8868769583.96372,10582178322.653282,8339507550.933599,5923852551.028309,4704489129.86404,6173290643.453999,73752017.81881024,7396247148.909311,16120503003.066387,49731225064.705055,12709809699.686821,11057096994.454933,2304587287.8695,4660982477.013644,0.0,4429528367.77055,6914510867.761374,5089612834.322353,27658586882.279232,6899711538.903119,2736611424.744,5503847866.8222,7715979275.607,50877107796.55087,44546367514.22,15434013760.0,5621687673.010499,47011488360.191315,416887452.205328,16445279247.093,10125049304.01932,206546965762.1284,210230188848.83173,6294517833.099812,8638261294.103184,5340042545.374801,6187614102.473999,6200307618.16422,5743477267.291064,4746523939.725901,10815114907.35515,5053654724.510246,6616839292.4526005,6030082545.7698,13597546633.89892,26802459439.903843,13881033566.614399,6161505047.819099,63824713.14303215,17020040646.15696,7025673022.016,47994055815.9744,5258152720.8,60365483909.07904,4416989546.366208,6977624503.6575,16764105121.120981
2018-01-18,8810013800.401632,9553053198.8427,3477052710.558735,18246436271.98026,3356423136.7180805,10291258486.48128,62783091146.89921,3166466968.418028,21176855235.001152,18574685289.65186,33805407173.34983,5975230776.99152,5050926313.37703,33549540121.76291,100813461082.40736,108192778315.57799,6782034095.954882,22255751685.96945,6627171169.823341,6492382427.180429,9236002409.631481,7869476751.038939,4417704660.0052805,23752197156.40968,21909607431.26976,5923151822.31696,6428510445.907799,65532181899.15305,5061014750.0,1218458108.238592,3924372661.14537,15289956877.2828,14894879971.076118,6578442988.8563,2522939425.33875,4446249015.8015995,65744183522.33035,49594704983.235,4851629368.3228,3748345108.9031043,4989291211.7675,157416641377.09305,28755525689.278854,5849524512.513595,8848506614.303438,10578912218.232708,8279283057.0272,5925643858.119641,4657619997.8106,6236518015.035,74096653.4160944,7303573407.7833605,16172974803.076365,50084279338.9114,12730481659.079102,10970639289.339527,2256931847.9911003,4642791422.900525,0.0,4442722707.58944,7013987220.815749,5087389325.001985,27232363992.91267,6869364946.7688,2776549281.831,5457245943.278304,7748498728.492701,50928563784.20857,44500510959.42595,15278732524.000002,5599926301.373039,47070186685.026115,401349002.989168,16141955207.646616,10210913019.28407,206260492855.38486,210312038250.75848,6298554074.095709,8724471486.659103,5358757647.753449,6238125238.004399,6232405845.695701,5715692650.241281,4744176499.59745,10672011943.464725,5077333706.831668,6559899132.36918,5997361167.614459,13171990032.838001,26786106505.52928,14015366149.517118,6181182509.049661,63824713.14303215,16835389261.788277,7038846158.932281,47994055815.9744,5237777548.8,59927956790.91528,4339407762.764929,7218357074.082,16880906733.626038
2018-01-19,8740761514.313921,9535715534.234999,3481687544.883659,18196695873.237923,3340958847.4263105,10300903527.23712,63570952445.29921,3193850655.086387,21280312250.429565,18619046530.534683,34008952023.36498,5996675324.641407,5138577963.06687,33927965815.57901,99525234861.4124,110640776532.01129,6790022357.552001,22014022547.80724,6630440617.85976,6525079348.43787,9297675432.6015,7760643561.928828,4439683290.15456,24027562144.97355,22402239610.555176,6034960872.951595,6352732326.7026005,65594736482.86741,5062370500.0,1232261444.171264,4109827152.402405,15499026479.068802,14894879971.076118,6609731659.433499,2575233078.882135,4497195619.10766,65977387838.69688,49582527032.34899,4906971148.1896,3736364780.94816,5011384973.32,157436610505.7721,28741231310.311523,5777084580.470081,9076909780.825941,10752015752.523024,8358525812.167201,5909522094.297669,4697458760.056025,6230770072.1640005,72395015.15450387,7282979243.088705,16103012403.063059,50472639040.53836,12923419946.740381,10950310763.269926,2259910312.9835,4609427847.797536,0.0,4389945348.313877,7131550183.516375,5091836343.64272,27229085355.30216,6756254921.540879,2847742853.16,5527952310.03456,7786930809.175799,50967155774.95186,45286623327.32395,15495185156.000002,5732307978.834255,47152364339.79483,407472980.033184,16313717013.116255,10210913019.28407,206014944649.6046,209534468932.45447,6318735279.07519,8821457953.284513,5364996015.213,6268431919.322639,6288577743.87579,5747446498.298176,4751218819.9828,10797769093.550251,5037865201.591931,6571679855.14506,6076827371.705999,13080799332.610662,26786106505.52928,13999358183.387878,6250053623.35662,64246641.07125968,16682851161.657625,7163990959.636941,49044671963.189766,5217402376.8,59874923200.83482,4292858692.6041603,7249127402.6325,17010003252.710579
2018-01-22,8622845459.624031,9497572672.098059,3458513373.259035,18571821380.41971,3344320649.4462605,10267145884.59168,63709616033.8176,3229449447.7552557,21105231147.396862,18492300128.012325,35484652185.97483,5881654569.064735,5039969857.1658,33490673902.72485,100676831028.66547,110203633993.36249,6754075180.364961,22197403273.30961,6507836316.49401,6537340693.90941,9122000761.11114,7813664859.1876,4417704660.0052805,24074767571.584496,22677779643.036842,5948437228.272,6276954207.4974,64856592395.038086,5059658999.999999,1240417960.858752,4055358001.124115,15350354762.2432,14757157692.011032,6472843725.658251,2556884428.516035,4453968198.1207,65841351987.48306,49004074365.26399,4855318820.31392,3714650436.5298243,4937305890.4675,156657814487.28845,28345753492.21539,5745803700.72402,9006917398.51394,10618105471.279573,8288792187.643999,5896982944.6583605,4672852465.727968,6207778300.68,72416554.87933412,7283714748.970655,16021389603.047537,50811571143.77644,12813169496.64822,10955413876.596252,2269590324.2088,4662499729.112633,0.0,4331513271.973074,7061012405.896,5096283362.283456,27147119415.039356,6752116749.886199,2917199995.92,5556877641.889392,7775105553.580999,50375411916.8883,45149053662.9418,15085807352.0,5561843901.007485,46946920202.87304,401257600.34672,15999429454.171814,10190305727.62053,206342342257.31155,210352962951.72183,6250119182.144958,8763266073.309267,5344201457.0145,6209502261.203839,6288577743.87579,5703784957.219945,4746523939.725901,10715376477.976974,4947094002.0078,6534374233.0214405,6090850819.486859,13136526982.749592,26943094675.52506,13945009459.221819,6156585682.511458,63272961.23688848,16618624593.18156,7166186482.456321,48590996808.7104,5213327342.400001,60285933523.95836,4374319565.385504,7221977112.735,16702630588.223581
2018-01-23,8613487042.585152,9525312935.470379,3437193135.3643794,17854730631.88436,3250862553.2916503,10378063853.283838,64302087730.21439,3148211177.3057876,20850567724.80384,18473288167.63397,35484652185.97483,5905048621.046431,5044839393.25968,33112248208.90875,100657312449.5595,111471347355.444,6813987142.343361,22159893579.456852,6398309807.27394,6643605687.996091,9209838096.85632,7788549507.854497,4456167262.76652,24310794704.63925,23128663332.552303,6118808500.490162,6373781804.2596,65156854396.86697,4982381250.0,1191478860.733824,4262859529.8033147,15317832824.1876,14783627720.298119,6500221312.4133005,2449544823.87435,4461687380.4398,66288326927.185585,47585343087.045,4847939916.331679,3758827895.8636804,4943804055.629999,156777629259.36288,28407695801.073822,5786962753.02147,9051117237.982058,10774878483.46703,8206379722.298401,5880861180.8363905,4696287031.754688,6217358205.465,73450461.67118663,7381537031.270272,16021389603.047537,50924548511.522484,13088795621.87862,11057096994.454933,2329904240.3048997,4667051485.409594,0.0,4438952896.212615,7026647847.568125,5087389325.001985,26901221594.25096,6759013702.644,3004021424.37,5572947270.697632,7834231831.555,50079539987.85652,45941716967.23895,15123451288.0,5507440471.913835,46266019634.78935,398332715.788384,16021356493.167934,10166263887.3464,207324535080.43243,211539779279.65955,6233974218.161372,8851631520.679085,5344201457.0145,6216237079.274559,6352774198.938751,5721646496.751949,4718354658.1845,10932199150.538225,5067461278.465682,6540264594.40938,6123572197.6421995,13121328532.711702,27263612189.266434,13938600675.579168,6122150125.35798,64230413.074020155,16827360940.72877,7203510370.38578,48829773205.804794,5153560171.2,60551101474.360634,4455780438.166849,7145956301.021999,16352225750.708399
2018-01-24,8656535760.964,9653611653.567358,3428850433.579514,17997734278.268578,3224640497.536041,10059777508.34112,62663336229.542404,3158251862.4175196,20739152477.41939,17909266676.40947,35365917690.13266,5944038707.682591,5013187408.64946,32809507653.85587,100618275291.34752,108761063615.82143,6778039965.156321,21788964384.69069,6345998638.69122,6625213669.78878,9164984989.24176,7618323237.707911,4414041554.9804,23704991729.798725,22527485079.86502,5963080934.59848,6327472953.634199,63618011637.49396,5017630750.000001,1174852115.17856,4354938333.15471,15159869125.0604,14487007741.711481,6390710965.393101,2540370643.186545,4418459959.45284,65442961280.356926,48346465017.42,4744635260.580319,3730374616.9706883,4920410661.044999,154061827759.0096,27826391056.4024,5707937372.610366,8883502805.45944,10605041053.597284,8000348558.9344,6018791826.8688,4754873446.821488,6169458681.54,73752017.81881024,7377123995.9785595,15980578203.03977,50839815485.71296,13739962342.73544,11036726293.895035,2296396509.1404,4627618901.910655,0.0,4410679310.886419,6869294343.645749,5034025101.313152,26422540503.116207,6775566389.26272,2934564281.61,5553663716.127744,7804668692.567999,49822260049.568016,45260419581.727356,14925820624.0,5362364660.997434,46001877173.03275,404273887.54750407,15743613999.217031,10224651213.726429,204909977723.5936,209002447819.93063,6215811133.67984,8278333740.182218,5383711117.591649,6165725943.744159,6232405845.695701,5668061878.155936,4679621896.065075,10771750372.8429,4970772984.329221,6436201543.22244,5978663237.239981,12964277882.320171,27011776999.89821,13935410276.73523,6097553298.81978,64230413.074020155,16771162693.312212,7095929752.236159,48191046343.57728,5078851207.2,59742339225.63369,4473882854.340481,7120616030.451,16014115819.7727
2018-01-25,8503057721.526368,9920611688.52594,3482614511.7486444,17960428979.21183,3186988314.9126,9992262223.05024,63009995200.83841,3194763444.6419997,20683444853.727165,17928278636.78782,35671234965.15539,5975230776.99152,5003448336.4616995,32981901581.038765,100852498240.61934,106444208160.98279,6790022357.552001,21718112740.746597,6568321105.167781,6549602039.380951,9118263002.14326,7529024210.745767,4342611006.99524,23547640307.762222,22402239610.555176,5885886253.389358,6293793789.542999,63480391553.32238,5084062500.0,1183949768.406912,4282312798.1169906,15034427363.988802,14555880548.349705,6281200618.3729,2514682532.674005,4415372286.5252,64859950489.440605,48711803544.0,4696672384.69576,3675714370.676256,4954201119.889999,153442784769.9585,27292734241.62208,5645375613.118242,8758251437.312115,10405808683.942394,7971821167.084001,6113731102.70929,4697458760.056025,6179038586.325,74936702.68447454,7314605996.01264,15858144003.01648,50310234074.40346,13547024055.07416,11092649668.033104,2342562716.5226,4704950845.734818,0.0,4410679310.886419,6787904600.237624,5018460536.070576,26084840829.23347,6985233753.09984,2934564281.61,5507061792.583848,7692328764.4174,49294836176.0766,44729793733.3962,14652902088.0,5327909155.904789,46224930807.40499,403816874.33526397,15422017427.27388,10272734894.27469,205523848238.0442,209698167736.3079,6258191664.136749,8088671316.559195,5377472750.1321,6180879284.403278,6186933356.692771,5642261876.60971,4718354658.1845,11218405078.319075,4935249208.7910385,6345882668.607361,5936592893.8974,12792028781.890753,27243988668.016964,13775470545.21668,6006545040.62844,63905853.12922976,16835389261.788277,7084952138.139259,47707524139.46112,5027234104.8,59503688070.27163,4455780438.166849,7059075373.35,16001820913.19322
