,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BARC,BDEV,BKG,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GFS,GSK,GLEN,HLMA,HL.,HSBA,IMB,INF,IHG,IAG,ITRK,ITV,JE.,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MDC,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,NMC,PSON,PSN,PRU,RB.,REL,RTO,RIO,RMG,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WG.,WTB,WPP
2018-04-04,7982729734.164639,8651494639.2423,3439974035.959335,16453709400.6419,3031673061.59091,9215836442.20512,61352335029.00481,3095817211.18648,19991078673.552383,18283168563.85043,35179334910.9521,5140842922.977695,4607798528.83395,28882289898.031006,95213962981.85378,92073147202.9035,6300240014.033055,18838201801.6071,6767757435.3894005,6581782677.3842,8410142928.902401,7799711886.224765,4811488450.17988,22760883197.579723,19797133848.910294,5968408411.112164,5468654269.308599,59522326571.58481,5241329500.000001,1339864722.010048,4085186345.8717504,13783656237.033802,13562780819.241327,5526361440.69795,2300920755.90894,3751522607.0826,67794438137.05276,42013930556.7,4228111981.8235197,4235504052.9174995,132215600984.10922,23881142461.419327,5842939064.146002,7807825402.840335,9866901454.548014,7217430138.1512,5101642596.10784,4067068933.937256,5786262490.14,62659059.53122634,6965240702.08544,14954463002.844585,46010033014.57022,13850212792.8276,5109144700.182033,2070033169.7180002,4040841616.4708014,0.0,4029928361.826994,6697505486.5812,5075487010.40472,25927419531.487892,6422314141.9287195,2950192038.7285,5723294904.969516,7562250952.874599,45023989200.4875,39633165214.8575,13852968448.000002,4858226218.062944,40703406544.36448,5349539999.999999,390900871.87902397,15312382232.293259,8843962672.269249,186785304396.97638,189526040299.64435,6391387617.001317,6896815404.473599,4932469204.684199,5305352935.20968,5625214374.891871,5997508051.746232,4335721917.24715,11266106066.282549,4593871027.925155,5788261790.549041,7016398373.023621,12822425681.96653,22920272819.383297,11605222428.348377,5266180561.82862,60205869.758619204,16120868687.492064,6676584893.73458,47331451314.037445,4794957144.0,52296423178.337654,3392910002.8293123,6546839903.9505,13462922704.530598
2018-04-05,8237278677.622176,8700040100.143858,3439047069.0943494,17044376635.707138,3129165320.16946,9522066486.20304,63117144337.4208,3148151049.20712,19406148624.78403,18910563256.33611,35993514311.01271,5302651782.51776,4696667562.54726,29643346015.5945,98771147153.03137,93679646032.43784,6382315101.064506,19359169771.78429,6787374123.60792,6579852535.836579,8567014148.7744,7883429724.001775,4875592788.11528,23311613174.707474,20356563611.82762,6177383455.731365,5489703746.8656,61114487570.4132,4719365750.0,1412959660.0171518,4257671991.5863347,14117279216.245825,13802482196.094685,5471606267.18785,2309177648.5736847,3870398014.7967396,68989610258.4312,43688398803.525,4335106089.566,4325178732.16,134532019910.88113,24105087731.907494,5877512668.075861,7966235312.146057,10033472779.997185,7371161083.1228,5237781935.04892,4014341160.377136,6037255995.507,63822204.672060385,7002751502.064993,15210991802.893381,46730263733.951164,14304995899.457762,5561592210.377674,2131091702.0622,4154555668.521203,0.0,3992230248.058734,6960117248.494201,5224219230.4898405,26615329392.001965,6486914116.533199,3031503502.9475,5647785629.163509,7745542414.594,46156020928.956894,40628907547.5283,14276462728.000002,4986981000.25125,41940155047.33767,5454162000.0,396474895.35107994,15798431596.707344,9022559200.01993,193803249359.86856,197083827182.75897,6488257400.90282,7054149005.888154,5075951656.253849,5392905570.12904,5839202558.435071,6116584981.959594,4361543758.6601,11400536123.270525,4705362662.5545435,5862873034.796281,7123911472.67688,12918682532.206501,23551496086.241318,11909658896.381851,5212067543.444579,60854989.6482,16289463429.741734,6742450578.31598,48119413424.44895,4811257281.599999,54001453099.42432,3491180262.0576005,6669921218.1525,13997751140.737978
2018-04-06,8216690160.136641,8651494639.2423,3486322379.208585,16770804442.62429,3078065929.46622,9531711526.95888,62909148954.643196,3131909513.26968,19449918900.54221,19068996259.489063,35544019433.89592,5359187408.140191,4701537098.64114,29197644642.877758,98494477273.05087,94226074205.74883,6349094232.504156,19550885984.809498,6833146396.117801,6471764609.16986,8533794361.036799,7986681723.926753,4958012651.17508,23358818601.318428,20072673881.391964,6150759456.49704,5594951134.6506,61053250608.91981,4703096749.999999,1413273372.1974401,4261562645.2490706,14025875660.297327,13745148362.20157,5452050848.0771,2278902375.4696198,3867310341.8690996,69115929263.12973,42762874536.188995,4294522117.6636796,4287489374.2174993,132754767458.44405,24343327381.36299,5935135341.292292,7901772503.017662,10053069406.520617,7382255068.8424,5305851604.51946,4031917084.897176,6148382891.013,63499108.79960649,7014519596.176225,15257633402.902254,46829118930.72893,14532387452.772842,5736953741.045906,2118433225.8445,4078740976.7960267,0.0,3986575530.993495,6942006092.5002,5207951643.91803,26628247887.035088,6420968309.124459,3003221254.5235,5709425854.31127,7816493948.162799,45770101021.52415,40740273466.31385,14285873712.000002,4965219628.6137905,40956508563.57759,5493642000.0,397463834.999348,15860558207.19636,8964171873.6399,192931197027.20145,196253301151.64746,6583109064.3063755,7064925279.957644,5115461316.830999,5313771457.7980795,5764306694.194951,6096738826.924032,4424924642.12825,11422218390.52665,4673783616.717914,5864836488.592259,7147283885.64498,13136526982.749592,23302931483.748,11962050155.323631,5175172303.6372795,61276917.57642753,16433973208.812876,6852226719.284979,47922422896.84608,4922641555.2,54094261882.06512,3426528775.723201,6673541256.8055,14292828898.6455
2018-04-09,8224176893.767744,8918494674.200878,3518766219.483059,16687903778.053734,3064618721.3864202,9541356567.71472,62965874968.128006,3147248741.65504,19664791163.355072,19100682860.11965,35823893602.666756,5331894347.49488,4683276338.28909,29121959504.11454,97536013760.26137,94171431388.41774,6378406763.586817,19592563422.42367,6921421493.10114,6531598997.14608,8513493379.641601,8011797075.259857,4945191783.588,23516170023.354923,20064324183.437973,6148096043.078405,5620210507.719,61481909339.373604,4734279000.0,1209046742.829952,4293984759.1051955,14085287971.66385,13734733452.44035,5475517351.01,2241287642.219115,3836433612.5927,69057628184.0381,41301520429.868996,4324037733.59264,4301785337.575,133853069535.79279,24176559626.74414,5987818928.233027,7944135392.411999,10203310209.866928,7401273330.076,5341677746.34606,4069412390.539928,6207778300.68,63520648.52443674,7010106560.884512,15374237402.924433,47062134751.705124,14677091168.518799,5851373133.23035,2111731679.6116004,4063584426.8808827,0.0,3939452888.78317,6909406011.7109995,5221895289.551009,26928602896.555313,6511139107.00988,3031503502.9475,5743327978.142538,7828319203.7576,46027380959.81265,40510990692.3436,14337634124.0,4990607895.524159,41422446371.67448,5460084000.000001,399711425.109048,16057901558.161474,8977910068.082258,193512565248.9795,196959248278.09225,6573018461.816636,7144669708.07187,5088428391.172949,5337343321.0456,5812454035.49217,6110631135.448923,4449572763.476975,11482928738.843801,4724110732.749023,5870726849.9802,7039770785.99172,13166923882.82537,23391237329.37063,12030797570.009398,5216986908.75222,60968585.62887664,16506228098.348448,6891746130.033821,47498594792.00352,4967466933.599999,54001453099.42432,3370928497.4756165,6698881527.3765,14612496469.71198
2018-04-10,8317761064.156544,9001715464.317839,3519693186.3480444,17533490556.673443,3203124964.60836,9755958724.53216,63999548991.6288,3186047966.3944798,19887621658.123966,19088008219.867416,36426047117.29491,5388429973.1173115,4747797691.533,30152118337.28059,99838302404.38463,93122289295.66063,6386223438.542193,19875969998.200058,6963924317.574601,6620385508.3366,8489501310.72,7955985183.408518,4809656897.667439,23634183589.8823,19939078714.12812,6219975981.431519,5557062075.047999,62094278954.30761,4783086000.0,1222536366.582336,4251187568.8151107,14336647750.522224,13859792336.179157,5557650111.27515,2276150077.914705,3893555561.75404,70223649765.87074,42196599819.99,4401516225.406159,4340774328.549999,134492081653.523,24057439802.01639,6019099807.97909,7962560537.093722,10242503462.913794,7480516085.216,5406164801.633941,4161978926.345472,6259509786.519,64016062.195532724,6983628349.134239,15467520602.94218,47351639256.55433,14832130863.9609,5897090280.715765,2160131735.7381,4010512545.5657854,0.0,3982805719.616669,6938383861.3014,5238162876.12282,26644396005.8265,6542093261.507859,3033271143.4739995,5908215580.412795,7914052306.8199,46567668830.218506,40668213165.9232,14516442820.000002,5061332353.345905,42705213423.59551,5596290000.0,401509497.19680804,16204081818.135635,9029428297.241108,197706721706.0926,200904246925.8719,6603290269.285857,7220103626.5583,5169527168.1470995,5379435933.9876,5924797831.85235,6080861902.895583,4354501438.27475,11617358795.831776,4811923385.056991,5974789901.16714,6983676994.86828,12984542482.370691,23711754843.112003,12014412769.509293,5276019292.443899,61796213.48809216,16883559188.145325,7021281976.37724,47104613736.79775,4822124040.0,54518530602.70877,3465319667.5238404,6700691546.702999,14747740442.08626
2018-04-11,8358938099.127617,8932364805.88704,3515058352.0231194,17328311411.861305,3195056639.7604804,9702911000.375038,63911308526.20801,3216726423.1651998,19975162209.64032,18904225936.209995,36400604011.043015,5370884434.13104,4742928155.43912,30450654162.402184,99976637344.37488,92237075654.89679,6310010857.727277,19913479692.05282,6918152045.064722,6639686923.8128,8306792478.1632,7752271778.151126,4597196806.2244,23374553743.522076,19730336265.27837,6121471913.908797,5536012597.491,61371682808.68548,4791220499.999999,1237908263.416448,4174671380.114655,14190402061.004623,13760796888.757109,5655427206.8289,2358719004.562155,3910537762.85606,69825259058.74458,41697303833.663994,4394137321.423921,4392759649.849999,134911433355.78342,23714374706.800472,5926903530.8328,7829943170.631884,10053069406.520617,7615228768.954,5381086502.35532,4166665839.5508165,6186702510.153001,64059141.64519324,6974066772.668865,15496671602.947725,47316333829.13369,14628856596.60348,5947952294.272904,2144494794.5279999,4018082834.9859953,0.0,4082705721.102557,6838772503.3344,5317176868.04304,26725136599.78355,6562280753.57176,2980241927.6789994,5892805524.125855,7908139679.0225,46709172796.27717,40288258854.7725,14356456092.0,5052265115.1636305,42814507477.346634,5596290000.0,398992196.273944,16182154779.139511,9039731943.072878,198827931848.09314,202108509670.98355,6583109064.3063755,7220103626.5583,5206957372.9044,5386170752.05832,5994343991.50389,6019338822.285348,4342764237.6325,11474255831.94135,4805009503.96717,5890361387.94,6946281134.11932,13080799332.610662,23865472426.232872,11962050155.323631,5288317705.713,61731301.49913407,18095835668.13103,6959807337.4346,47080736097.08832,4824840729.6,54704148167.99037,3528678124.131552,6776712358.415999,14741592988.796518
2018-04-12,8351451365.496512,8949702470.49474,3532670722.4578342,17309658762.33293,3191022477.3365407,9794538887.55552,63596164006.848,3060627216.65536,20277575023.969536,18745792933.057045,36638073002.727356,5365035921.135616,4727102163.13401,30395992673.29541,99699967464.3944,91231647816.00455,6380360932.325662,20046847492.418175,6862571428.445581,6631966357.62232,8323402372.032,7788549507.854497,4580712833.612439,22996910330.63447,19838882338.68024,6185360962.329595,5548642284.0252,61077745393.517166,4846806250.0,1244809931.3827841,4308250489.20189,14121849394.043251,13823313002.859154,5573294446.56375,2323856568.8665648,3912081599.3198805,69456018891.16426,41703392809.106995,4408895129.3884,4427849741.727499,136109581076.52748,23504723815.279633,5958184410.578862,7833617070.779438,9938755751.800596,7623153044.468,5119555667.021141,4275636571.5750637,6265257729.39,65114588.16187599,6947588560.918592,15712389002.988758,48121297574.32415,14601293984.080439,6397870178.54034,2162365584.4824,4106035543.5030684,0.0,4107209495.0519276,6907594896.1116,5347388100.24783,26599181273.210552,6766847339.81928,2978474287.1525,5926707647.957124,7863794970.542,46760628783.934875,39541452105.2694,14168236412.000002,4954338942.79506,43142389638.59999,5633796000.0,394047498.03260404,16101755636.153725,9091250172.231728,196710090468.75882,200239826100.9827,6601272148.787909,7241656174.69728,5261023224.2205,5429947069.518,6023767366.74108,6027277284.299573,4336895637.311375,11500274552.6487,4839547097.079966,5896251749.327939,6904210790.776739,13136526982.749592,23976672379.979877,12341793687.194141,5325212945.5203,61747529.49637361,18722044710.772655,6968589428.71212,46853898519.84864,4778657006.400001,54982574515.91275,3601087788.8260803,6894363614.6385,14594054109.842762
2018-04-13,8390756717.059809,9084936254.4348,3549356126.0275645,17492040224.388165,3166817502.7929006,9934391978.5152,63154961679.744,3057920293.9991193,20221867400.277313,18821840774.570457,36188578125.610565,5419622042.42624,4755101995.6738205,30648276469.172813,99660443195.82576,90029505834.72035,6388177607.281036,20130202367.646526,6869110324.51842,6687940462.503301,8249580621.504001,7852733183.483538,4566060413.51292,22973307617.329,19797133848.910294,6196015915.356959,5603370925.6734,61041003216.621124,4882055750.0,1231634019.810688,4178562033.7773895,14162980994.220076,13818105547.978542,5569383362.7416,2355966707.00724,3867310341.8690996,68989610258.4312,42111354163.788,4456858005.272961,4447344237.214999,136828469708.97394,23471370264.355865,5925257168.740902,7794946979.475883,9945287960.64174,7631077319.981999,5166129651.39572,4309616692.313808,6328485100.971,64683793.66527078,7024081172.641601,15805672203.006504,48142480830.77652,14711544434.1726,6603724287.44052,2202574861.8798003,4121192093.4182134,0.0,4233498176.1755977,7110439843.244399,5368303568.6973,26686381114.684166,6748005680.55964,3013827097.6825,5882018484.7249975,7911095992.921199,47506740604.97153,39403882440.88725,14243524284.000002,5068586143.891725,43545051941.89359,5535096000.0,394497016.054544,15838631168.200237,9094684720.842321,197540616499.87027,201153404735.20535,6597235907.792011,6648961100.87533,5321327442.99615,5497295250.2252,5986319434.62102,6074908056.384917,4374454679.366574,11465582925.038902,4951038731.709353,5949265001.8194,6969653547.0874195,13283445333.115862,23989754727.479523,12309052730.950045,5325212945.5203,61877353.47428976,18754157995.010685,6904919266.9501,46913592619.12224,4838424177.6,54849990540.71161,3585571432.1058245,7122426049.7775,14606349016.42224
2018-04-16,8293429179.855457,8956637536.337818,3522474086.943,17197742865.162674,3136561284.6133504,9900634335.869759,61963715396.563194,3068747984.62408,20118410384.848896,18973936457.597294,36264907444.36625,5405975512.103584,4729536931.18095,30168937257.005753,98089353520.22232,88368364187.85492,6360819244.937221,20230228217.920547,6862571428.445581,6653197914.64614,8245889533.977601,7841570805.11327,4520271600.7019205,22808088624.190674,19772084755.04832,6162739749.404884,5637050089.7646,60232675324.90824,4840027500.0,1145676882.411776,4210984147.633516,14167551172.0175,13745148362.20157,5604583117.140951,2300920755.90894,3870398014.7967396,68435750007.06069,41727748710.879,4438410745.31736,4452542769.344999,134172575594.6579,23252189786.8568,5953245324.303169,7782050708.053942,10036738884.417757,7607304493.44,5153590501.75641,4222908798.014944,6272921653.217999,65049968.987385206,6973331266.786913,15624936002.972122,47789426556.57018,14525496799.64208,6364805378.144984,2206297943.1203003,4190937776.7474413,0.0,4214649119.2914677,7032561872.470201,5386895096.207941,26344040996.306274,6815297320.77264,2996150692.4175,5878936473.467609,7896314423.427699,46760628783.934875,39285965585.70255,14210585840.000002,4930764123.521145,42912296893.860794,5507460000.0,394946534.07648396,16039629025.664705,9029428297.241108,196211774850.09192,199699984180.7602,6524583569.865885,6448522403.182815,5285976694.0587,5480458205.0484,5956896059.383829,6086815749.406253,4355675158.338975,11357171588.758276,4884932696.87203,5937484279.043519,7180005263.80032,13126394682.72433,23786978341.234974,12204298857.822605,5276019292.443899,61828669.4825712,18762186316.070194,6869790901.840021,46662877402.17312,4770506937.599999,54783698553.111046,3527385094.4048643,7634661519.177001,13659641209.80228
2018-04-17,8460009003.147521,9327663558.942598,3551210059.757535,17597738571.715626,3180264710.8727,10045309947.20736,62108681875.46881,3058822601.5511994,20373073807.441917,19043646978.98459,35917184992.25703,5456662624.730592,4766058451.88505,30433835242.67702,98158520990.21744,86674436850.5908,6423352644.580228,20255234680.48905,6977002109.720281,6660918480.83662,8369540966.1119995,7969938156.371354,4606354568.7866,22871029193.00528,19696937473.46241,6190688438.843279,5691778731.412799,59926490517.44125,4951199000.0,1221281517.8611841,4207093493.97078,14204112594.3969,14005681533.06142,5596760949.496651,2300920755.90894,3933695309.81336,68630086937.366135,42318379328.85,4471615813.23744,4540917815.554999,134891464227.10434,22952007828.542877,6038856153.081865,7925710247.730277,10013876153.473753,7659604711.8324,5126720895.38646,4253373733.84968,6320821177.143,64791492.28942208,7038791290.28064,15724049402.990976,47775304385.60192,14384238410.461502,6558006718.2102,2326181159.0644,4260699431.151396,0.0,4363556668.676095,7090517571.651,5414782387.4739,26486144441.670685,6960647263.632718,3031503502.9475,5955986754.902309,7993872782.0848,47056500712.96665,38034736733.464905,14149414444.0,4863666560.972309,43430005569.524,5513382000.0,397733545.812512,15725341466.720264,9218328470.823559,197914353213.87048,201734772956.9834,6498348003.392561,6569216672.761105,5346280912.83435,5470355977.94232,6082614117.215462,6211846526.1302805,4359196318.53165,11417881937.075424,4935249208.7910385,6025839699.862619,7189354228.98756,13237849983.00219,23809872449.35936,12413806604.077482,5411301838.403999,62510245.36663103,18938809379.37937,6942243154.8795595,46722571501.44672,4782732040.8,54757181758.07082,3542901451.12512,7602081171.299999,13573576863.74592
2018-04-18,8501186038.118592,9251377834.668718,3604047171.06168,18679592244.361435,3267671563.3914003,10136937834.38784,62581398654.5088,3054311063.7908,20707319549.595264,19024635018.606236,36298831586.03544,5446915103.071551,4784319212.237101,32107317755.33044,100707836312.89473,84357581395.75218,6458527681.879421,20255234680.48905,6937768733.283239,6678289754.765201,8491346854.483199,8106677291.407135,4589870596.17464,23154261752.67097,20197919350.701813,6169391916.122636,5695988626.924199,60183685755.713524,5024409500.0,1263005237.839488,4120202228.836365,14354928461.711926,14109885422.606108,5651516123.00675,2417434685.733675,3976922730.8003206,69067345030.55338,45557714264.52601,4482684169.210799,4477235796.9625,135091155513.89502,23109245997.183502,6099771550.482091,7993864805.06372,10056335510.941187,7702395799.607999,5103433903.199169,4224080526.31628,6263341748.433001,65049968.987385206,7058649949.093345,15992238603.04199,47747060043.66543,14487598207.422901,6507144282.908159,2539141406.021,4265235216.3736305,0.0,4429528367.77055,7190128929.617999,5433373914.98454,26676692243.40932,6984872254.1094,3093370921.375,5966773794.303167,7961353329.1991,47738292549.43118,38355732617.023254,14215291332.0,4948898599.885694,45753942291.389915,5523252000.0,400970075.57048,15893448765.690544,9311061283.30949,203229719812.98407,206634876540.5412,6516511087.874092,6776121134.895311,5450253703.82685,5443416705.65944,6165534538.3384495,6263446529.222736,4361543758.6601,11621695249.283,4990507236.949089,6076889498.558101,7362310084.9515,13399966783.40635,23872013599.98269,12466197863.01926,5386705011.8658,62656297.34178672,19211772295.402645,7060801387.1260805,47116552556.65248,4818049005.6,54836732143.191505,3633413531.99328,7511580204.975,13721115742.69968
2018-04-19,8581668424.652962,9168157044.55176,3660592149.825764,18480630649.392094,3234725903.5958905,9977794661.91648,62467946627.5392,3092207980.97816,20898317116.540035,18771142213.561516,36332755727.70463,5390379477.44912,4808666892.7065,31968561667.597866,102071423578.51282,79778513303.40599,6458527681.879421,20030176517.37251,6927960389.173982,6618455366.7889805,8511647835.8784,8131792642.740237,4582544386.124881,23445361883.4385,20256367236.37974,6082881524.841845,5792816223.6864,60355149247.89505,5001361749.999999,1283082817.37792,4170780726.45192,14396060061.88875,14479828950.649233,5741471050.9162,2388076845.147915,4018606315.3234606,68377448927.96907,46032654349.08,4538025949.0776005,4512325888.839999,137926771786.3227,22442174978.708107,6004282549.152007,8095178603.479384,10000811735.791466,7775299134.336801,5205538407.404981,4270949658.36972,6251845862.691,65739240.18195353,7064533996.14896,15945597003.033115,46666713964.594025,14642637902.865,6540209083.303515,2511590604.8413,4254630422.755447,0.0,4452147236.031506,7266195784.792799,5414782387.4739,26166411689.600765,7033322235.062758,3178217666.6470003,5976019828.075332,7987960154.2874,47699700558.6879,37903718005.4819,14356456092.0,5171952659.16966,45466326360.46592,5556810000.0,400340750.339764,16021356493.167934,9348841318.025978,206302666128.0966,210538348886.76526,6524583569.865885,6789052663.7787,5502240099.323101,5483825614.08376,6168209390.63274,6215815757.137393,4392060480.32995,11630368156.18545,4978662443.732328,6173098734.561121,7451125254.23028,13410099083.431612,24375683978.719135,12014412769.509293,5445737395.55748,62802349.31694241,19243885579.640675,7062996909.945459,46095783459.07393,4835707488.0,54796956950.631165,3601087788.8260803,7576740900.729,14212912005.87888
2018-04-20,8589155158.284065,9123079116.57174,3702305658.7500896,18312756803.636707,3203124964.60836,9987439702.672321,62726365133.4144,3094914903.6344,20770985405.24352,19043646978.98459,36553262648.55438,5454713120.398785,4828145037.08202,32258688032.856884,102407379861.34624,80871369650.028,6507381900.35052,20155208830.21503,6963924317.574601,6697591170.2414,8624226005.4336,8159698588.665908,4571555071.0502405,23649918732.08595,21082987333.824753,6105502867.7018385,5746507373.061,60379644032.4924,5052880249.999999,1277749710.313024,4157811880.90947,14683981263.126526,14667404935.732111,5714093464.16115,2381654817.51978,3990817258.9746995,69475452584.1948,46355370047.559006,4538025949.0776005,4512325888.839999,140023530297.62482,22894830312.67355,6014160721.703395,8049123965.879999,9977949004.84746,7806996236.3928,5192999257.76567,4344768541.353888,6255677824.605,66557749.7255034,7147646160.809536,16044710403.05197,46391331630.71307,14642637902.865,6601193396.277605,2571159904.6893,4254630422.755447,0.0,4320203837.842596,7295173634.3832,5444993619.67869,26253611531.07438,7025247238.2372,3259529130.8659997,6040742064.48048,8032304862.7679,48239988429.09375,36849017245.21875,14530559296.0,5191900583.170666,45868988663.759514,5527200000.0,403487376.49334395,15827667648.702175,9417532290.237778,207382349968.54156,211618032727.21024,6589163425.8002205,6797673683.034292,5487683908.584149,5527601931.54344,6194957913.57564,6233677296.669397,4416708601.678675,11725770132.1124,5010241489.568957,6355699937.587259,7329588706.79616,13450628283.532652,25000366071.827328,12017706916.462984,5458035808.826579,62964629.2893376,19219800616.462154,7131058117.34624,46233079887.403206,4871024452.8,55685269584.4788,3564882956.4788165,7665431847.7275,14096110393.373821
2018-04-23,8669637544.818432,9060663523.98402,3704159592.4800596,18399802501.435795,3213882731.0722003,10098357671.36448,63217990583.616,3117472592.4363995,20977899436.100357,19176730701.633068,36697440250.648445,5485905189.707712,4859797021.69224,32304940062.10107,103079292427.0131,82062583067.84598,6487840212.962081,20321918580.671734,6784104675.5715,6709172019.527121,8749722981.331202,8182023345.406443,4555071098.43828,23390288885.725723,21108036427.68672,6136115620.235278,5700198522.4356,60048964440.42805,5108466000.000001,1275553725.0510082,4222656108.62172,14990183175.553999,14641342733.467888,5725826715.6276,2334865759.0862255,3963028202.62594,70204216072.84021,46312747219.458,4571231016.99768,4550015246.782499,141221678018.3689,22828123210.826015,6017453445.887191,8155949489.421778,10095528763.988052,7775299134.336801,5223451478.31828,4398668043.215343,6309325291.401,66643908.62482445,7120432443.177312,16184635203.078587,46913851956.53846,14522051473.076698,6690181992.555929,2555522963.4792004,4306185051.971557,0.0,4231613270.487185,7338640408.7688,5465909088.1281595,25723953234.716133,7009097244.586079,3146400137.17,6142448435.974285,8044130118.362699,48638772333.44092,36115312368.513954,14539970280.0,5275319174.447595,45426060130.13655,5582472000.0,403577280.097732,15575506700.246748,9475919616.617807,209251033538.54242,213901979312.76685,6621453353.767389,6799828937.848189,5545908671.53995,5514132295.401999,6192283061.28135,6223754219.151616,4366238638.917,12046667687.50305,5085223166.234774,6349809576.19932,7264145950.485479,13369569883.330572,25010177832.452072,12099544984.695166,5640052325.20926,63224277.24516992,19251913900.700184,7234247689.8571,46155477558.34752,4780015351.2,56732682988.5678,3599794759.0993915,7660001789.748,13745705555.85864
2018-04-24,8641562293.701794,8960105069.25936,3713429261.129909,18109650175.43883,3285825294.2991304,10199630599.3008,62896543173.868805,3119277207.54056,20977899436.100357,19582319189.70462,36536300577.71979,5396227990.444545,4862231789.739181,32754846164.749107,105450748541.1315,81833083235.05536,6478069369.26786,20071853954.986683,6820068603.97212,6794098247.6224,8736804174.9888,8179232750.813877,4527597810.751679,23437494312.336674,20765698811.57313,6148096043.078405,5624420403.230399,60391891424.791084,5079995249.999999,1296258728.950016,4209687263.07927,14898779619.605497,14724714829.006079,5448139764.254951,2344040084.269275,3944502165.0601,71039864873.1536,46994712469.074,4493752525.18416,4517524420.969999,142180196194.96417,22761416108.97847,6055319774.000845,8085957107.109777,10239237358.49322,7762620293.5144005,5176877493.943699,4404526684.722023,6226938110.25,65265366.2356878,7133671549.052447,16225446603.08635,46687897221.04641,14814904231.134,6596132457.441581,2507122907.3527,4239457901.7655754,0.0,4146792514.5085998,7421951726.3412,5447317560.61752,25888664046.388515,6931038941.939,3121653169.799,6054611115.138725,7952484387.503,48420084385.89569,35656746820.57345,14624669136.000002,5271692279.174685,45725180698.29751,5742366000.0,403127762.07579195,15586470219.74481,9465615970.786041,211742611631.87695,216559662612.32367,6589163425.8002205,6814915721.545476,5533431936.620851,5493927841.189839,6152160276.867001,6293215761.776078,4385018159.9446,11946929258.124876,5089167895.936328,6304650138.89178,7240773537.517381,13455694433.54528,25157354241.823105,11929309199.079535,5524447240.479719,62753665.32522383,19139517405.867073,7161795436.81756,46800173830.5024,4818049005.6,56321672665.44427,3626948383.359841,7576740900.729,13727263195.989418
2018-04-25,8572310007.61408,9133481715.336359,3711575327.3999395,17357326644.461002,3227329939.152,9693265959.6192,62915451845.0304,3084087213.0094404,20802818333.067642,19442898146.930023,36129210877.689476,5374783442.794655,4868318709.85653,32246073843.063007,103553583649.83679,84149938689.894,6456573513.140576,19925982923.33707,6767757435.3894005,6796028389.170021,8659291336.9344,8215510480.517247,4472651235.37848,23531905165.558575,21233281896.99657,5907182776.11,5632840194.2532,60428633601.687126,5079995249.999999,1322296839.91392,4098155191.4142,14821086597.049274,14490244847.652481,5436406512.788501,2343122651.7509704,3924432291.0304394,68610653244.335594,45935230741.992004,4427342389.344,4495430659.4175,142140257937.60602,23557136538.15984,6028977980.530478,8120953298.265778,10170649165.661207,7543910289.327999,5189416643.58301,4302586322.505792,6129223081.442999,64834571.739082605,7103515807.892416,16231276803.087456,45897055646.824196,14721880413.86874,6486816178.583462,2467658246.2034,4300116043.575608,0.0,4071396286.97208,7331395946.3712,5440345737.801029,26027537867.99464,6979488922.89236,3095138561.9014997,6136284413.459508,7964309643.097799,47699700558.6879,35990844576.9301,14572908724.0,5295267098.4486,45144196517.83103,5736444000.0,399621521.50466,15396435881.778404,9386621352.74247,209998506966.5428,214940136851.65622,6552837256.837157,6763189606.011925,5547988127.359799,5461937455.35392,6093313526.392621,6239631143.180063,4388539320.137275,11838517921.84425,5045754660.995038,6228075440.848559,7035096303.398099,13551951283.785252,24611166233.712803,11939134350.428373,5494931048.63388,62591385.352828644,19219800616.462154,7100320797.874921,46919562029.0496,4854724315.2,55433360031.59664,3537729332.2183685,7560450726.7905,13727263195.989418
