,III,ABF,ADM,AAL,ANTO,AHT,AZN,AUTO,AV.,BA.,BARC,BDEV,BKG,BHP,BP,BATS,BLND,BT-A,BNZL,BRBY,CCL,CNA,CCH,CPG,CRH,CRDA,DCC,DGE,DLG,EVR,EZJ,EXPN,FERG,FLTR,FRES,GSK,GLEN,GVC,HLMA,HL.,HSBA,HSX,IMB,INF,IHG,IAG,ITRK,ITV,JMAT,KGF,LAND,LGEN,LLOY,LSE,MCRO,MKS,MNG,MRO,MNDI,MRW,NG.,NXT,NMC,OCDO,PSON,PSN,PRU,RB.,REL,RTO,RIO,RMV,RR.,RBS,RDSA,RDSB,RSA,SGE,SBRY,SDR,SMT,SGRO,SVT,SN.,SMDS,SMIN,SKG,SPX,SSE,STAN,SLA,STJ,TW.,TSCO,TUI,ULVR,UU.,VOD,WG.,WTB,WPP
2019-01-10,7742713261.520461,7791546474.700379,3381962294.2343707,18771367158.026844,2827673606.8668,8884620269.4361,74798455634.12172,4102376024.201071,15464721769.797344,15627820171.043808,27061755877.000004,4809734005.762343,4472429240.958301,85889544307.1132,104310669256.90752,55446309757.711494,5204611135.432633,19534504995.713947,8015258041.73028,7072866299.72286,7080808297.66128,7423445875.087744,4873311754.2868805,26428390812.24318,18142694404.540203,6560532826.60662,6157131505.0076,66128013794.97582,4380412055.8,1592872141.4612997,2971156555.6533003,17445428171.970753,12130925518.0,5032042532.9043,1749385380.286,75264114332.95872,35462108009.74099,4062102146.89335,5251237006.6782,4889027369.221875,130014415687.05084,4269994129.9898796,22960287105.501675,8104765872.77847,7928495738.584498,9307000814.836128,8101160288.390399,4931778378.939428,5591204016.711599,48541804.3762925,6059498532.33615,14126182082.30488,38857607724.92914,14596909600.0,7550746559.901089,4174955337.1557355,0.0,8421430325.748199,8498366190.1476,5158141886.630231,26146045769.953915,6359092245.98961,2506756453.8954,3893697492.9130497,7886661675.695011,6389534462.12538,37381182016.06587,41241650486.37087,32221146512.05979,6431149081.599549,58580829525.9384,4100566896.27,16114125399.485651,10105493688.0,198642447733.45755,200843127024.81903,5413687530.069767,6701352683.83272,6028739868.31344,4589983220.256,6762408288.74856,6179346609.969239,4362595249.660725,12531154205.742659,4410116765.126756,5670444494.447999,5259151454.42544,4749024509.4495,11766571920.288,20393894899.435684,6424490163.919368,4865985182.722464,48398770.45392897,20267779302.828377,5116445340.188,107547284770.56168,5222552026.594771,40889506983.1163,3863315014.1532245,8959553540.2047,10719723717.647999
2019-01-11,7767173838.045313,7777676343.014218,3362039099.57025,18837807125.846428,2802869452.4206004,8877548404.0054,72133847472.91968,4163002270.86414,15566283468.714931,15805914987.807838,26701702391.0,4949346072.160188,4490390804.175,85613269637.80913,103162658096.2053,56375948484.188095,5237308248.995957,19492684175.77022,8015258041.73028,7111438188.268994,7087829426.36496,7557604535.480896,4932286886.448481,26294316612.360123,17905160256.580082,6548577143.031713,6161856855.3568,66454601754.08765,4354708587.9,1573692660.574317,3030995960.8897505,17445428171.970753,12211415071.2,4986227274.6381,1725436338.6435,74734913529.05511,35522182731.08563,4017432982.39143,5221442754.15804,4865591285.960625,129255964996.82855,4234250457.2983994,23097887503.530098,8212295935.26828,8023273694.839539,9544839436.8696,8065937852.35392,4987433686.455672,5536314065.295,48264422.6369994,6134598028.11966,14213777258.50768,38807953972.81624,14778089040.0,7525564458.894032,4199306199.4313593,0.0,8140239386.744724,8467183926.396,5179281812.39511,26149308316.2192,6319239986.24871,2380135308.78396,3842828651.0391,7932985679.663852,6667998304.150739,37316709470.332756,41782790725.654076,32162259250.691418,6284078760.987025,58354503075.7416,4156745105.097,16324032592.407541,10177643575.999998,196109590435.85284,198393314228.77512,5419823178.9516,6561066717.82656,6024371216.234951,4569166969.824,6678174049.203719,6203500407.793224,4357882751.416425,12492156837.882463,4275446730.49644,5703915868.19995,5020099115.587919,4672427339.942249,11792107015.601126,20259249216.524754,6336254775.625004,4877824562.729088,50722821.553630725,20417633493.60714,5037336072.495999,107757543391.81401,5200797058.5069,40650138202.806656,3821718082.64148,8946921742.66564,10712414815.11324
2019-01-14,7667449949.1363,7715260750.426499,3367019898.2362804,18503531037.754147,2729797754.1872,8792686018.837,69570267109.29877,4098701706.2214904,15636595414.119413,15793193929.467554,27024391836.0,4992606149.072196,4490390804.175,84795071578.71625,103083484912.70862,55335638480.75,5283468879.908884,19120478878.27107,7929919504.02144,7137829480.43214,7082563579.837201,7473755372.735174,4953911101.5744,26081375236.07526,17880587758.515244,6429022641.313391,6076800549.071201,65910288488.901276,4343886075.1,1574667888.4160278,3064818233.4147005,17121604537.928944,12057335069.36,4780058612.4402,1701855743.7954998,73049310968.4732,34999532655.38727,3880633666.1043,5199097064.76792,4804397068.55625,127619308244.24364,4264495103.42196,22775238294.36,8057252589.35274,7590330027.466859,9457214681.383583,7869012414.513601,4944345706.443096,5543885093.0766,47795007.385888,6261236393.558519,14324731148.364561,39396705605.01213,15007127200.0,7407298661.923875,4211465610.2650414,0.0,8075899087.142233,8500764825.8208,5191026215.59782,25659926376.427197,6175771851.18147,2361313246.6728,3917793260.1165004,7655813722.583626,6746694607.3318205,37149080851.42662,41566334629.9408,31710790246.867245,6209635759.1955,58256428280.65633,4115164383.6029997,16181595568.639116,10484280600.0,194739356160.09946,197562869213.167,5423913611.539487,6388407067.357439,5976316043.371585,4506718218.528,6627355045.1807995,6241743921.014532,4340210883.000299,12340500407.315039,4281984110.8183,5670444494.447999,5071659423.964641,4614067591.74625,11730822786.849625,20131171615.707043,6385141950.220531,4809748127.691,51031611.55988481,20417633493.60714,4934707833.328,105878356964.37138,5207595486.03436,39682024469.10987,3711226233.3134108,8818799224.76946,10766013433.701479
2019-01-15,7863134561.335116,7736065947.955738,3426789482.22864,18634334724.398952,2769350324.7906,8934123327.451,70176433894.78548,4058284208.4461102,15675657606.010796,16085778271.294178,27020995105.0,4901170077.41727,4460454865.4805,85698277228.36421,103459557534.31796,55424175502.3192,5335399589.685928,19233395092.119125,7979153275.776541,7160160573.800955,7145753738.17032,7529654814.565656,4979466992.17776,26128695541.916344,17946114420.02148,6519349891.152313,6053173797.3252,66611847808.47482,4396645825.0,1550937344.2677271,3044004527.2455,17126165434.183052,12082631786.08,4741879230.5517,1693749914.3165,73921512293.42548,35053599904.59744,3771752577.6308703,5258685569.80824,4807001077.807499,128098329732.80508,4250747537.00216,22988756153.369625,8084760279.757112,7731578318.278059,9313259725.942272,7859406295.594561,4929983046.438905,5568490933.366799,47218906.850433104,6383457141.598351,14289693077.88344,39396705605.01213,15277187120.0,7543187878.814081,4196262341.646906,0.0,8061601242.786124,8584717074.3828,5164014088.231586,26025331558.13856,6190384346.4198,2368157632.8950405,3998112484.1280003,7540003712.661525,6661944742.36758,37368287506.91925,42290109699.98208,32034670184.39328,6213267125.13655,58875053911.19424,4152763972.1879992,16605158297.213642,10367037032.000002,196566335194.43732,199057670241.26157,5470953586.3002,6517901805.20928,5995974977.72478,4447738842.304,6723423847.306319,6263884902.353184,4369663997.027175,12500822919.629175,4270216826.238952,5652724355.40285,5113845130.818319,4614067591.74625,11797214034.66375,20160727985.126514,6294521821.701995,4785082752.6772,50462787.864153594,20426999380.53081,4953950628.172,107192473347.1984,5271500704.792484,39533083894.69498,3704726712.7647,8724963014.479301,10727032620.18276
2019-01-16,7881950389.431156,7552286703.114119,3440071612.0047207,18520141029.70904,2759294586.5016003,8995412827.850399,69406096938.22943,4110643239.6551256,16105341716.815973,16073057212.95389,27411619170.000004,5092890872.82276,4550262681.564,84848201322.81319,102133406710.74817,54715879329.765594,5391177018.705717,19053565566.36111,7900379240.96838,7137829480.43214,7121179787.70744,7554809563.389373,4961774452.529281,25726472942.26716,17954305252.709763,6405111922.505453,6100427300.817201,65765138284.85157,4393940196.8,1495349357.2902,3103843932.4819503,17098800056.658392,12124026413.44,4760968921.49595,1643641150.2645001,72735710492.08589,34591024550.243706,3757793463.72402,5262409851.37326,4718464763.264999,129176128082.06834,4234250457.2983994,22713555357.312775,8182287545.736241,7698914651.02797,9554227803.528816,7934654227.12704,4928187713.93838,5581740231.9846,48029715.011443704,6367259211.135241,14791905421.44616,39815215801.39235,15089170720.0,7565863922.075109,4365084306.555146,0.0,7894793058.631519,8719040672.082,5183979573.676193,26113420307.301117,6208982067.63222,2388690791.5617604,3986510818.4374504,7089116740.69815,7022131668.465599,37832489836.19775,40517875416.3296,32123001076.44584,6271368980.19335,58528020020.89248,4157629801.299,16605158297.213642,10542902384.0,193535210887.46774,195237623169.46432,5468908370.006256,6399198295.511761,5963210087.13612,4459881655.056001,6718550792.12604,6300115599.08916,4476873332.085,12531154205.742659,4302903727.848252,5625159694.66595,5048222920.157041,4606772623.22175,11894247396.853626,20091763123.147743,6438798605.2644005,4785082752.6772,53306906.3428096,20642414779.77529,4962502981.436,105103028298.50346,5396591771.297748,39416059157.65471,3689127863.447797,8613081379.13334,10680742904.12928
2019-01-17,7686265777.232342,8079351707.188198,3423468949.7846203,18582428499.5399,2760635351.6068,8811544326.652199,69582895583.9964,4090434490.767435,15890499661.413385,15828176839.903345,27238385889.0,5079126302.896213,4526313930.6084,85028842452.74277,101143741917.03935,55612316673.15375,5418104053.404925,19392314207.90528,7916790498.220079,7147979977.417965,7173838252.985041,7532449786.65718,4963740290.268001,25418890954.30014,17765916100.879322,6387840224.532585,6010645644.182401,66103822094.30088,4356061401.999999,1492423673.7650669,3041402813.97435,17404380105.68376,12011341038.96,4699881910.47435,1659484362.428,72608310298.55353,34873375740.56352,3835964501.60238,5158129967.5527,4614304393.214999,127519512100.79333,4190258244.7550397,22765748611.73735,8172284749.22556,7698031849.2104,9635593647.908688,7918644028.92864,4635548516.352968,5638522940.346601,47987040.8977063,6284797019.686681,14657592817.9352,39815215801.39235,15054985920.0,7518047956.082703,4345315251.260331,0.0,7737516770.71432,8663872051.5984,5210991701.042427,25940505355.24128,6169129807.891319,2339068991.45052,4016853636.39735,7002645266.622981,7006997764.0077,37368287506.91925,39699400804.41376,32319291947.67374,6247765101.576526,58799611761.12864,4129319522.835,16192840596.831362,10687202159.999998,191417576097.66708,192829332624.20087,5338014527.19384,6744517596.45,5930445196.54746,4437330717.088,6718550792.12604,6275961801.265177,4545204556.62735,12535487246.616016,4289828967.2045326,5615315172.974199,5090408627.01072,4592182686.17275,11501006929.0315,19802767511.04624,6257558348.227328,4737725232.650704,52656822.119116805,20520658249.767544,4973193423.016,105707521834.60388,5493129442.18768,39447974995.02933,3517540520.961853,8555336018.954781,10517510747.519638
2019-01-18,7891358303.479176,8152169898.540539,3486559066.221,18906323342.660378,2865215029.8124,9207568790.7714,70340604065.8548,4161165111.8743505,16304558895.462011,16219349383.867199,28169090183.000004,5260032079.0737,4599357621.02298,86527101236.27647,103578317309.56299,56254210079.53045,5493115078.6384325,19981987769.111805,7946330761.27314,7257605344.864876,7316016109.234561,7666608447.050332,5005022882.78112,25537191718.902836,18273747727.552685,6486141949.807761,6086251249.769601,66611847808.47482,4412879594.2,1514853914.12442,3049207953.7878003,17728203739.72557,12236711787.92,4764786859.6848,1635166873.9910002,73431511549.07027,35774496560.73312,3989514754.57773,5262409851.37326,4777054971.418124,130094252601.81105,4231500944.0144396,23558137110.728626,8454863750.652271,7796022850.960669,9676276570.098625,8117170486.5887985,4763017123.890172,5774801440.4154005,48392444.978211604,6320137958.87892,15007973522.746399,41141680322.12286,15225909920.0,7550746559.901089,4403100488.252552,0.0,8080665035.260937,8699851586.6964,5417693197.410123,26253709796.708164,6304627491.01038,2359602150.11724,3940104155.6752496,7144705545.460757,7249140235.334099,38760894494.754745,40436704380.43712,32721688233.69093,6452937277.24585,59222087801.496,4201422263.298,16777582062.828049,11070498440.0,196151112686.63324,198393314228.77512,5411642313.775825,6826530930.4228325,6070242063.059076,4583044470.1119995,6811138840.55136,6346410378.251796,4606467033.803249,12609148941.463049,4408809289.062384,5749200667.982,5202903845.2872,4672427339.942249,11577612214.970875,20482564007.694103,6431644384.591884,4850199342.713633,54347041.10071808,21026416143.645885,5075821662.184,106653685630.23932,5648133589.813768,39719259612.71359,3563037164.802823,8697894876.8956,10668561399.904678
2019-01-21,7876305641.002345,8176442628.991319,3503161728.4411006,18841959623.83515,2784098740.9478,9158065732.756498,71224597294.6896,4173106645.307986,16378777060.055637,16378362613.1208,28016237288.0,5279695750.39734,4568224244.7807,85592017740.17035,103340797759.0729,56774365081.249504,5404640536.055321,19906710293.213097,8041516053.333,7247454847.87905,7286176312.243919,7498910121.558891,5024681260.16832,25639719048.22518,18150885237.22848,6527324366.588566,6171307556.055201,66938435767.58665,4435877433.9,1507702243.2852056,3021889964.4407253,17855908834.840652,12326400147.2,4726607477.796299,1650273192.5654998,73108111057.79584,35570242508.16135,3969971995.1081405,5240064161.98314,4848665225.827499,129734986485.39,4250747537.00216,23600840682.530552,8457364449.779941,7836631734.56889,9726347858.947777,8129978645.147521,4800719106.4011755,5721804245.9442005,46450772.80315991,6222950376.100262,15060530628.468079,41141680322.12286,15407089360.0,7470190647.027998,4355952733.201787,0.0,8235558349.118786,8743027028.814,5367192263.638471,26009018826.812157,6278059317.849779,2388690791.5617604,3951705821.3658004,7212647417.948389,7227952769.0930395,38760894494.754745,40585517946.24,32829648212.866276,6316761054.456474,59312618381.574715,4223539668.348,16867542288.366003,10903651824.000002,196981557702.24133,199555937250.62643,5448456207.066815,6776891280.912959,5963210087.13612,4605595408.08,6758231384.308319,6316218130.971816,4558163926.799175,12747806249.41041,4408809289.062384,5757076285.335401,5076346724.72616,4730787088.13825,11501006929.0315,20541676746.533043,6469800228.178637,4854145802.71584,53875730.0385408,20670512440.54631,5088650192.079999,106561697483.44142,5536639378.363424,39671385856.65166,3556537644.2541127,8761053864.5909,10644198391.45548
2019-01-22,7876305641.002345,8273533550.794438,3514783591.995171,18644715969.37076,2727786606.5294,9089704366.9264,70163805420.08784,4137282045.00708,16269402922.759771,16270233617.228352,27727515152.999996,5236435673.485332,4533498555.895081,83923743775.52641,101460434651.02618,55988599014.822845,5356556545.52102,19906710293.213097,7910225995.319401,7210913058.730081,7296708005.299441,7496115149.467367,4999125369.56496,25671265918.7859,18126312739.163643,6385194989.6686125,6147680804.3092,66599751958.13735,4471050600.5,1455039939.8328118,3211815033.2346754,17741886428.4879,12197616862.08,4738061292.36285,1680485829.7145002,73049310968.4732,34837330907.75674,3849923615.50923,5254961288.24322,4797887045.428124,127998533589.35477,4223252404.162559,23430026395.322853,8557392414.886742,7751882760.08217,9688794392.310913,7997094000.1008,4759426458.889125,5761552141.7976,47389603.3053827,6153741036.84879,14978775130.6788,40737356912.06062,15212236000.000002,7500424953.769344,4352908875.417334,0.0,8073516113.082882,8735831121.7944,5381285547.481722,26071007205.85248,6308612716.98447,2404090660.5618,4082893887.2512507,7106102208.820056,7234006330.8762,38735105476.4615,40781681282.98016,32908164561.357437,6342180616.043824,58022557615.45296,4174439029.137,16683873494.559351,10804445728.0,192040409859.37317,193867388893.71094,5368692771.603,6729409877.033952,6044030150.588148,4524065093.888,6655201074.7824,6294077149.633164,4580548293.4596,12513822042.249239,4386582195.96806,5735418337.61355,5038848318.634,4694312245.51575,11470364814.65575,20466143802.461056,6380372469.772186,4775216602.67168,53761965.29939457,20642414779.77529,5092926368.712,105694380670.7756,5518963466.792027,39405420545.1965,3410948383.9630084,8860303702.397799,10712414815.11324
2019-01-23,7644870955.421052,8235390688.657498,3498180929.77507,18694545945.23545,2684882123.163,8816258903.605999,70327975591.15717,4187803917.2263055,16128779031.950804,16187546738.01648,27659580533.0,5254132977.676608,4538288306.086201,83041790023.51721,100648909520.18497,54937221883.68861,5410410614.919436,19898346129.224354,7838016463.411921,7422043396.035239,7140487891.64256,7331211796.0674515,5012886233.736,25623945612.94482,17774106933.567604,6359948297.585991,6067349848.3728,66261068148.68805,4480520299.2,1480720939.6645348,3330192987.072,17787495391.029003,11781370886.96,4676974281.34125,1634429980.4020002,72284909807.2791,34440837746.8821,3738250704.25443,5176751375.3778,4775752966.7925,127539471329.4834,4171011651.767319,23339874410.407677,8502377034.078,7693617840.122549,9873432269.942162,8005099099.2,4779175116.394888,5699091162.5994,47389603.3053827,6203807367.37113,14914538668.130081,40645142800.99379,15109681600.0,7518047956.082703,4383331432.957736,0.0,7818537888.732272,8678263865.6376,5477589653.743943,26234134519.116478,6376361558.544001,2309980350.006,4125730806.7240505,7103013941.888802,7176497493.93618,38361164711.20937,39124439300.17536,32594099167.39279,6187847563.549199,56755129494.350876,4157629801.299,16369012705.176516,10781898888.0,187431440022.7482,189424508060.2076,5364602339.015112,6735884613.926544,6057136106.823612,4477228530.415999,6529893941.5752,6380628258.50244,4632385774.1469,12418495143.035429,4148621552.252356,5635004216.3577,5006037213.30336,4610420107.483999,11495899909.968874,20426735309.90176,6251596497.666898,4643996807.598264,53973242.67209472,20942123161.33283,5041612249.128,105970345111.16928,5547516862.40736,39697982387.79718,3396649438.7558465,8849476447.364319,10558927861.883278
2019-01-24,7752121175.568481,8197247826.520557,3528065721.7712507,18607343487.472244,2674156002.3214,8952981635.2662,69204041343.0672,4161165111.8743505,16097529278.4377,16314757321.419361,27625613223.0,5299359421.720981,4545472931.37288,83360568488.09886,101321881579.90695,53675569326.3275,5466188043.939224,19760337423.410065,7815040703.25954,7399712302.666425,7196656921.272,7512884982.016513,4981432829.916481,25442551107.22068,17798679431.632442,6362606888.292661,6090976600.1188,66164301345.98824,4526515978.6,1507052091.390732,3263849298.6576753,17532085200.798843,11636489691.2,4673156343.1524,1643272703.47,71520508646.08498,34621061910.91603,3749417995.3799095,5184199938.507839,4749712874.28,126361876836.76987,4149015545.49564,23083652979.596127,8467367246.290622,7739523534.6361885,9904726825.47288,7905835870.369921,4800719106.4011755,5613917100.0564,47368266.248514004,6230313071.76531,15007973522.746399,40914691741.035286,15085752240.0,7530617917.448392,4425913401.3318205,0.0,7782793277.841999,8671067958.618,5402425473.2466,26221084334.055363,6400272914.38854,2282602805.11704,4140009779.8816504,7021174868.210516,7203738521.960401,38619054894.14188,37832466978.88672,32211331968.498394,6066196804.524025,56807938999.396805,4166919111.42,16361516019.715021,10867576880.0,188178840536.7955,189673641564.89008,5358466690.13328,6750992333.342593,6085532345.333784,4536207906.64,6577232191.89792,6441012753.0624,4655948265.3684,12383830816.04859,4149929028.316728,5573968181.86885,4945102303.4036,4621362560.270749,11536756062.469875,20357770447.922993,6242057536.77021,4745618152.65512,54087007.411240965,20867196065.943447,5112169163.556,105273863428.27095,5586947742.0666275,38309643462.00124,3396649438.7558465,8934289945.12658,10590599772.86724
2019-01-25,7712607936.566797,8249260820.343659,3469956404.0009003,19361021872.42565,2772702237.5536003,9061416905.2036,67827537601.02444,4187803917.2263055,16003780017.898386,16251152029.71792,27870177854.999996,5273796649.000248,4525116493.06062,85507010149.61523,100332216786.19815,52945138898.38159,5502731876.745293,19772883669.39318,7690315148.14662,7249484947.276215,7198412203.44792,7549219619.206325,4892970131.67408,25024555072.291138,18167266902.60504,6371903981.1609,6057899147.6744,65704659033.1642,4496754068.4,1538584458.272721,3362714402.961375,17377014728.159103,11668685512.48,4600615517.56425,1744227125.1629999,70579707216.92302,35744459200.0608,3643328729.6878495,5236339880.41812,4727578795.644375,127339879042.5828,4041784527.4212,22965031946.813004,8442360255.013922,7517057476.60855,9889079547.707521,7776153264.962881,4739677801.38336,5699091162.5994,47538962.7034636,6284797019.686681,15013813201.159922,41546003732.185104,15109681600.0,7515500555.274374,4410710132.713683,0.0,7809005992.494865,8834175184.395601,5528090587.515597,25982918456.68992,6345808159.409309,2280891708.56148,4223006311.3602004,6959409529.585397,7240059892.65936,38812472531.34125,38542713542.94592,31799121138.9198,6060749755.61245,58512931590.879364,4177977813.945,16282800822.369314,10971292344.0,186974695264.1637,188386451790.6975,5301200633.902847,6800631982.852465,6175089712.942788,4487636655.632,6599509015.579199,6461140917.91572,4535779560.13875,12297169998.58149,4190460786.3122597,5603501746.9441,5137281634.625919,4552060359.288,11536756062.469875,20538392705.486435,6224171985.08892,4691354327.62476,53891982.14413313,21063879691.34058,5189140342.932,104485393598.57477,5444180763.989967,36437247669.35692,3472043877.1208825,8806167427.2304,10634453188.0758
2019-01-28,7627936710.134616,8134832233.932838,3428449748.45065,19352716876.448204,2726445841.4242005,9117991828.649199,67246627764.933,4160246532.379455,16003780017.898386,16041254567.103167,27187434924.000004,5263964813.338428,4490390804.175,86027681641.76526,97957021281.29701,52568856556.7125,5500808517.12392,19739427013.438198,7736266668.45138,7137829480.43214,7305484416.179041,7554809563.389373,4930321048.709761,24969348048.80988,18175457735.293324,6310804112.869751,5972842841.3888,65341783523.03995,4500812510.7,1539884762.0616686,3364015259.59695,17185457085.48648,11659486706.4,4646430775.83045,1734279061.7115,70364106889.40672,35017555071.79066,3556782223.4653797,5213994191.027999,4679404624.496249,125962692262.96866,3962048642.1863594,22409885513.387974,8447361653.269261,7596509640.18985,9748254047.81928,7753738987.485121,4608618528.845107,5627166398.6742,47282918.02103919,6355478898.071159,14908698989.71656,40432341006.22419,15195143600.0,7346870973.896792,4415275919.390364,0.0,7668410522.993128,8814986099.01,5484636295.66557,25738227486.793915,6351121794.0414295,2190203591.1168003,4310465021.9505005,6925438593.34158,7131095780.562479,38322481183.7695,38576534807.90112,31691161159.744457,6029883145.113525,59516312186.75184,4170900244.3289995,16084138657.639671,10754842680.0,183777481954.07254,184940104975.92386,5266431956.905801,6779049526.543824,6094269649.490761,4501514155.92,6522932434.1748,6471205000.342381,4501613947.867575,12180177895.000906,4169541169.282307,5597595033.92905,5141968935.38744,4599477654.69725,11521435005.282,20466143802.461056,6189593251.838427,4630184197.590536,53193141.603663355,20698610101.317333,5107892986.924,103578653294.42413,5429224223.429556,36022341783.48687,3395349534.6461043,8833235564.8141,10622271683.8512
2019-01-29,7812331825.475808,8238858221.57904,3473276936.44492,19219836940.809036,2751920378.4230003,9167494886.664099,67739138278.14097,4174025224.8028803,16148310127.896492,16308396792.249214,27394635515.0,5279695750.39734,4509549804.939481,86590856929.19281,99560278247.10527,55556981034.673,5579666261.600173,19597236225.629536,7857709972.11396,7137829480.43214,7307239698.3549595,7716917944.697763,4936218561.92592,25387344083.739418,18003450248.83944,6464889173.3646145,6010645644.182401,65958671890.251175,4571158843.9,1559064242.948652,3323688703.8941255,17605059540.8646,11654887303.36,4654066652.208149,1778492677.0514998,71157908095.26215,35690391950.850624,3573533160.1535997,5191648501.637879,4386453583.730624,128158207418.87527,3962048642.1863594,22884369644.520473,8569895910.52509,7713039480.109089,10036163958.701904,7854603236.13504,4737882468.882835,5668807051.473001,48221748.523261994,6430578393.854671,15241560659.287199,40318846715.680405,15485714400.0,7407298661.923875,4447204385.518863,0.0,7801857070.316811,8826979277.376,5496380698.86828,26335273453.34016,6446767217.41959,2169670432.45008,4364011171.2915,7041248603.26368,7221899207.30988,38193536092.30325,39395009419.816956,32329106491.23513,6064381121.5535,61523073378.4968,4180631902.5510006,16331529277.869038,10736805208.0,185853594493.0928,186725561759.48132,5323698013.136232,6785524263.436415,6203485951.45296,4550085406.9279995,6483947992.73256,6543666393.814332,4575835795.2153,12275504794.214716,4372199959.259968,5682257920.478101,5291962559.75608,4650542434.36875,11766571920.288,20515404418.16018,6181246661.053824,4661755877.6082,53989494.77768704,20689244214.39366,5000988571.124,105838933472.88658,5543437805.890883,35926594271.363014,3462944548.352688,8876544584.948019,10702669611.73356
2019-01-30,7938397873.719276,8342884209.225239,3489879598.66502,19713984201.467194,2790802566.4738,9193425059.91,69001985747.90497,4151979316.9254003,16374870840.866499,16346559967.27008,27486347252.0,5348518600.030079,4544275493.8251,88843558078.90306,101222915100.53606,58257360192.5336,5641213769.484076,19572143733.6633,7962742018.524838,7355050115.928795,7482767915.94696,7683378279.599475,4969637803.48416,25892094012.710938,18142694404.540203,6518027144.05195,6072075198.722001,67059394270.961395,4586039799.0,1582469711.149716,3356210119.7835,17591376852.102272,11822765514.32,4764786859.6848,1792125208.448,72559310224.11801,36675617380.90272,3696373362.53388,5221442754.15804,4271877176.6756244,130114211830.50113,3931803996.0628004,23624564889.087173,8632413388.71684,7807499274.58908,10158212725.271713,7926649128.02784,4782765781.395936,5848618961.285999,48904534.3430604,6485062341.776039,15288278086.595362,41375762296.369415,15690823200.0,7447555946.829271,4442654619.146312,0.0,8123558568.329263,8985289231.8072,5550404953.600746,26870331040.84608,6490604703.13458,2181648108.339,4350624633.95625,7155514479.720153,7288488386.92464,38528793330.1155,39672343792.4496,32839462756.42767,6068012487.494551,62368025459.23152,4175323725.3389997,16608906639.94439,10966782975.999998,189009285552.40356,189798208317.23126,5391190150.836385,6809264965.37592,6279937362.8265,4591717907.792,6567486081.537359,6674499465.360913,4592329539.07035,12375164734.30188,4551324180.078933,5788578754.749001,5441956184.12472,4763614446.4985,11827856149.0395,20758423455.609173,6320753964.167887,4696287402.627521,54509562.156641275,20904659613.638138,5107892986.924,106850803087.66338,5573350887.011707,36357458075.92037,3472043877.1208825,8928876317.60984,10719723717.647999
2019-01-31,7992963775.197793,8280468616.63752,3438411345.7827106,20168682731.23247,2915493721.2574005,9092061655.403301,69860722027.34447,4197908291.6701503,16175653662.22046,16276594146.398497,26864745479.0,5295426687.456252,4493983116.81834,89799893472.648,102944931841.58937,59474744239.1101,5514272034.473524,19438317109.84338,7877403480.815998,7314448127.985496,7561755613.863359,7624683865.677473,5028612935.64576,25718586224.626984,17937923587.333202,6403789175.40509,5883061184.754001,70192219508.36742,4554925074.7,1619528369.134734,3288565574.7336006,17440867275.716644,11714679542.88,4783876550.629049,1851445142.3625,72382909956.15015,37180245040.19769,3752209818.161279,5213994191.027999,4252347107.29125,127519512100.79333,3898809836.65528,23961448622.19125,8457364449.779941,7663602578.32517,10076846880.89184,7857805275.774719,4642729846.355064,5759659384.8522,47517625.6465949,6370204289.401259,15148125804.670876,41070746390.53299,15653219920.0,7304108048.852056,4392463006.311095,0.0,8037771502.19261,8824580641.702799,5502252900.469635,26922531781.09056,6438796765.471409,2203892363.5612803,4422911935.566601,6994924599.294842,7188604617.5025,38309586674.62288,39658815286.46752,33104455432.58534,6118851610.66925,63182800679.94,4175766073.44,16575171555.367657,10863067512.0,196151112686.63324,196690901946.7785,5243934577.672416,6755308824.604321,6229697863.923888,4529269156.495999,6733866108.40692,6511461330.04902,4708963870.616775,12435827306.52885,4408809289.062384,5688164633.49315,5160718138.43352,4672427339.942249,11950424606.5425,20160727985.126514,6001198774.1288395,4627224352.58888,53680704.771432966,20895293726.714462,4934707833.328,104721934547.48361,5648133589.813768,36857472861.45608,3517540520.961853,8818799224.76946,10595472374.55708
